phenotype_name,accession_id,accession_name,accession_cs_number,accession_longitude,accession_latitude,accession_country,phenotype_value,obs_unit_id
FT16,7164,Hau-0,CS76915,12.5686,55.675,DEN,59.25,6900
FT16,7165,Hn-0,CS76513,8.28844,51.3472,GER,43.5,6901
FT16,7166,Hey-1,,5.9,51.25,NED,50.75,6902
FT16,7169,Hh-0,CS76512,9.88682,54.4175,GER,78.25,6903
FT16,7177,Jm-0,CS76520,15.0,49.0,Czech Republic,45.25,6904
FT16,7181,Je-0,CS76518,11.587,50.927,GER,97.0,6905
FT16,7186,Kn-0,CS76969,23.8924,54.8969,Lithuania,49.75,6906
FT16,7192,Kil-0,CS76526,-5.66364,55.6395,UK,42.0,6907
FT16,7199,Kl-5,CS76528,6.9666,50.95,GER,37.0,6908
FT16,7202,Kb-0,CS76524,8.50861,50.1797,GER,40.75,6909
FT16,7203,Krot-0,CS76534,11.5722,49.631,GER,44.5,6910
FT16,7206,Kro-0,,8.96617,50.0742,GER,40.25,6911
FT16,7207,Kyoto,CS76535,135.752,35.0085,Japan,49.75,6912
FT16,7208,Lan-0,CS76539,-3.78181,55.6739,UK,46.0,6913
FT16,7209,La-0,CS76538,15.2333,52.7333,Poland,45.25,6914
FT16,7213,Ler-0,CS77020,10.8719,47.984,GER,40.0,6915
FT16,7217,Lm-2,CS76545,0.5,48.0,France,38.0,6916
FT16,7218,Le-0,CS76540,4.49015,52.1611,NED,51.25,6917
FT16,7223,Li-2:1,CS76541,8.0666,50.3833,GER,54.75,6918
FT16,7231,Li-7,CS77035,8.0666,50.3833,GER,45.33333333,6919
FT16,7236,Litva,CS76543,,,Lithuania,47.5,6920
FT16,7244,Mnz-0,CS76552,8.26664,50.001,GER,46.0,6921
FT16,7248,Mv-0,CS76556,-70.6652,41.3923,US,66.66666667,6922
FT16,7250,Me-0,CS76549,10.1138,51.9183,GER,37.75,6923
FT16,7252,Mc-0,,-2.3,54.6167,UK,96.66666667,6924
FT16,7255,Mh-0,CS76550,20.5,50.95,Poland,47.33333333,6925
FT16,7258,Nw-0,CS76564,8.5,50.5,GER,43.5,6926
FT16,7263,Nz-1,,175.283,-37.7871,New Zealand,41.66666667,6927
FT16,7268,Np-0,CS76563,10.981,52.6969,GER,43.66666667,6928
FT16,7273,No-0,CS77128,13.2995,51.0581,GER,43.66666667,6929
FT16,7276,Ob-0,CS76566,8.5833,50.2,GER,49.25,6930
FT16,7280,Old-1,CS76567,8.2,53.1667,GER,46.5,6931
FT16,7282,Or-0,CS76568,8.01161,50.3827,GER,37.5,6932
FT16,7287,Ove-0,CS76569,8.42255,53.3422,GER,48.25,6933
FT16,7288,Oy-0,CS77156,6.193019,60.385543,Norway,70.25,6934
FT16,7296,Petergof,CS77170,29.0,59.0,Russia,62.5,6935
FT16,7298,Pi-0,CS76572,10.51,47.04,Austria,53.25,6936
FT16,7305,Pt-0,CS78915,10.6065,53.476,GER,51.5,6937
FT16,7306,Pog-0,CS76576,-123.206,49.2655,Canada,49.75,6938
FT16,7307,Pn-0,CS77182,-2.96591,48.0653,France,72.33333333,6939
FT16,7308,Po-0,,7.1,50.7167,GER,54.5,6940
FT16,7314,Ragl-1,CS76583,-3.41697,54.3512,UK,42.25,6941
FT16,7316,Rhen-1,CS78916,5.56667,51.9667,NED,89.25,6942
FT16,7319,Rome-1,CS76590,12.1,42.0,Italy,52.75,6943
FT16,7320,Rou-0,CS76591,1.09849,49.4424,France,74.5,6944
FT16,7322,Rsch-4,CS77222,34.0,56.3,Russia,51.75,6945
FT16,7323,Rubezhnoe-1,CS76594,38.28,49.0,Ukraine,64.25,6946
FT16,7327,Sf-1,CS77246,3.03333,41.7833,Spain,53.5,6947
FT16,7328,Sf-2,CS77247,3.03333,41.7833,Spain,51.33333333,6948
FT16,7329,Santa Clara,,-121.16,37.21,US,42.0,6949
FT16,7330,Sapporo-0,,141.346,43.0553,Japan,49.0,6950
FT16,7332,Seattle-0,CS76598,-122.2,47.0,US,43.5,6951
FT16,7333,Sei-0,CS76599,11.5614,46.5438,Italy,39.75,6952
FT16,7337,Si-0,CS76601,8.02341,50.8738,GER,47.5,6953
FT16,7342,Su-0,CS76606,-3.00733,53.6473,UK,65.0,6954
FT16,7343,Sp-0,CS76603,13.181,52.5339,GER,51.25,6955
FT16,7344,Sg-1,CS76600,9.5,47.6667,GER,47.66666667,6956
FT16,7346,Sten-0,CS77277,11.8558,52.6058,GER,58.66666667,6957
FT16,7347,Stw-0,CS76605,36.0,52.0,Russia,47.0,6958
FT16,7349,Ta-0,CS76608,14.5,49.5,Czech Republic,52.75,6959
FT16,7350,Tac-0,CS76609,-122.459,47.2413,US,52.0,6960
FT16,7351,Ty-0,,-5.23439,56.4278,UK,72.66666667,6961
FT16,7353,Tha-1,CS76611,4.3,52.08,NED,70.5,6962
FT16,7354,Ting-1,CS76612,14.9,56.5,Sweden,108.3333333,6963
FT16,7355,Tiv-1,,12.8,41.96,Italy,80.75,6964
FT16,7356,Tol-0,CS76614,-83.5553,41.6639,US,64.33333333,6965
FT16,7372,Tscha-1,CS76616,9.9042,47.0748,Austria,54.5,6966
FT16,7373,Tsu-0,CS77389,136.31,34.43,Japan,54.75,6967
FT16,7377,Tul-0,CS76618,-85.2563,43.2708,US,59.75,6968
FT16,7378,Uk-1,CS76620,7.7667,48.0333,GER,52.0,6969
FT16,7382,Utrecht,CS76622,5.1145,52.0918,NED,40.0,6970
FT16,7383,Van-0,CS76623,-123.206,49.2655,Canada,38.0,6971
FT16,7384,Ven-1,CS76624,5.55,52.0333,NED,65.75,6972
FT16,7387,Vind-1,CS76625,-2.3671,54.9902,UK,41.25,6973
FT16,7394,Wa-1,CS76626,21.0,52.3,Poland,41.75,6974
FT16,7396,Ws-0.2,CS78857,30.0,52.3,Russia,51.5,6975
FT16,7404,Wc-1,CS76627,10.0667,52.6,GER,41.33333333,6976
FT16,7411,Wl-0,CS76630,10.8134,47.9299,GER,54.0,6977
FT16,7413,Wil-2,CS78856,25.3167,54.6833,Lithuania,48.0,6978
FT16,7415,Wu-0,CS78858,9.9361,49.7878,GER,45.25,6979
FT16,7416,Yo-0,CS76633,-119.35,37.45,US,78.66666667,6980
FT16,7418,Zu-1,CS78881,8.55,47.3667,SUI,46.25,6982
FT16,7419,Db-1,CS76471,8.32213,50.3058,GER,43.25,6983
FT16,7424,Jl-3,CS76519,16.6166,49.2,Czech Republic,35.5,6984
FT16,7427,Ko-2,CS76531,,,DEN,91.5,6985
FT16,7430,Nc-1,CS76559,6.25,48.6167,France,42.25,6986
FT16,7438,N13,,34.15,61.36,Russia,65.0,6987
FT16,7458,Ber,,12.5687,55.675,DEN,52.0,6988
FT16,7460,Da(1)-12,CS76470,,,Czech Republic,37.0,6989
FT16,7461,H55,CS76897,15.0,49.0,Czech Republic,48.75,6990
FT16,7471,RLD-1,CS76588,,,UNK,34.0,6991
FT16,7477,WAR,CS78853,-71.2825,41.7302,US,52.25,6992
FT16,7514,RRS-7,CS76593,-86.4251,41.5609,US,57.33333333,6993
FT16,7515,RRS-10,CS76592,-86.4251,41.5609,US,73.5,6994
FT16,7516,Vår2-1,CS78830,14.334,55.58,Sweden,117.0,6995
FT16,7517,Vår2-6,CS78831,14.334,55.58,Sweden,113.75,6996
FT16,7518,ÖMö2-1,,15.78,56.14,Sweden,80.66666667,6997
FT16,7519,ÖMö2-3,,15.78,56.14,Sweden,89.66666667,6998
FT16,7520,Lp2-2,CS76546,16.81,49.38,Czech Republic,48.75,6999
FT16,7521,Lp2-6,CS77052,16.81,49.38,Czech Republic,54.0,7000
FT16,7522,Mr-0,,9.65,44.15,Italy,79.25,7001
FT16,7523,Pna-17,CS76575,-86.3253,42.0945,US,68.75,7002
FT16,7524,Rmx-A02,,-86.511,42.036,US,40.75,7003
FT16,7525,Rmx-A180,CS77218,-86.511,42.036,US,41.75,7004
FT16,7526,Pna-10,,-86.3253,42.0945,US,71.0,7005
FT16,763,Kar-1,CS76522,74.3667,42.3,Kyrgyzstan,39.0,7006
FT16,765,Sus-1,CS76607,73.4,42.1833,Kyrgyzstan,36.66666667,7007
FT16,766,Dja-1,CS76473,73.6333,42.5833,Kyrgyzstan,41.75,7008
FT16,768,Zal-1,CS76634,76.35,42.8,Kyrgyzstan,78.25,7009
FT16,770,Kyr-1,,72.683613,40.046526,Kyrgyzstan,72.25,7010
FT16,7717,KNO1.37,CS76972,-86.625,41.273,US,76.25,7011
FT16,772,Neo-6,CS76560,72.4667,37.35,Tajikistan,43.5,7012
FT16,7917,PNA3.10,CS77183,-86.3253,42.0945,US,68.75,7013
FT16,7947,PNA3.40,CS77184,-86.3253,42.0945,US,81.5,7014
FT16,801,KYC-33,CS76992,-84.4639,37.9169,US,88.25,7015
FT16,8077,PT2.21,CS77191,-86.7368,41.3423,US,57.75,7016
FT16,8132,RMX3.22,CS77219,-86.511,42.036,US,67.33333333,7017
FT16,8213,Pro-0,,-6.0,43.25,Spain,36.0,7018
FT16,8214,Gy-0,CS78901,2.0,49.0,France,54.5,7019
FT16,8222,Lis-2,CS77043,14.775,56.0328,Sweden,93.25,7020
FT16,8230,Algutsrum,CS76657,16.5,56.68,Sweden,103.0,7022
FT16,8231,Brö1-6,CS76726,16.0,56.3,Sweden,108.6666667,7023
FT16,8233,Dem-4,CS76794,-87.1923,41.1876,US,69.25,7024
FT16,8234,Gul1-2,CS76896,15.8127,56.4606,Sweden,92.75,7025
FT16,8235,Hod,CS76924,17.1,48.8,Czech Republic,68.75,7026
FT16,8236,HSm,CS76941,15.76,49.33,Czech Republic,64.66666667,7027
FT16,8237,Kävlinge-1,CS76964,13.1,55.8,Sweden,98.75,7028
FT16,8238,Kent,CS76967,0.4,51.15,UK,52.25,7029
FT16,8239,PHW-3,CS76976,7.0,51.0,GER,42.5,7030
FT16,8240,Kulturen-1,CS76987,13.196,55.705,Sweden,83.0,7031
FT16,8241,Liarum,CS77038,13.821,55.9473,Sweden,66.25,7032
FT16,8242,Lillö-1,CS77039,15.7884,56.1494,Sweden,132.0,7033
FT16,8243,PHW-2,CS77173,11.2547,43.7703,Italy,68.25,7034
FT16,8244,PHW-34,CS77174,2.3086,48.6103,France,58.5,7035
FT16,8246,NC-6,CS77124,-79.18,35.0,US,76.5,7036
FT16,8247,San-2,CS77233,13.74,56.07,Sweden,94.66666667,7037
FT16,8249,Vimmerby,CS78845,15.8,57.7,Sweden,88.0,7038
FT16,8256,Bå1-2,CS76676,12.9,56.4,Sweden,45.25,7039
FT16,8259,Bå5-1,CS76678,12.9,56.4,Sweden,65.5,7041
FT16,8264,Bla-1,CS76451,2.8,41.6833,Spain,63.5,7042
FT16,8275,Cen-0,,0.5,49.0,France,57.0,7044
FT16,8283,Dra3-1,CS76811,14.12,55.76,Sweden,82.66666667,7045
FT16,8284,DraII-1,CS76813,16.2815,49.4112,Czech Republic,76.0,7046
FT16,8285,DraIII-1,CS76815,16.2815,49.4112,Czech Republic,51.66666667,7047
FT16,8290,En-1,CS76841,8.5,50.0,GER,44.25,7048
FT16,8297,Ge-0,CS76875,6.08,46.5,SUI,79.0,7049
FT16,8304,Hi-0,,5.0,52.0,NED,34.25,7050
FT16,8306,Hov4-1,CS76936,13.74,56.1,Sweden,95.0,7051
FT16,8307,Hovdala-6,CS76938,13.74,56.1,Sweden,64.25,7052
FT16,8311,In-0,CS78903,11.5,47.5,Austria,59.25,7053
FT16,8312,Is-0,CS78904,7.5,50.5,GER,52.0,7054
FT16,8314,Ka-0,,14.0,47.0,Austria,42.33333333,7055
FT16,8325,Lip-0,,19.3,50.0,Poland,64.33333333,7056
FT16,8326,Lis-1,CS77042,14.775,56.0328,Sweden,58.0,7057
FT16,8334,Lu-1,CS77056,13.2,55.71,Sweden,54.0,7058
FT16,8335,Lund,CS77060,13.2,55.71,Sweden,92.25,7059
FT16,8337,Mir-0,CS76551,12.37,44.0,Italy,72.5,7060
FT16,8343,Na-1,CS76558,1.5,47.5,France,59.75,7061
FT16,8351,Ost-0,CS77154,18.37,60.25,Sweden,97.5,7062
FT16,8353,Pa-1,,13.22,38.07,Italy,35.25,7063
FT16,8354,Per-1,CS76571,56.3167,58.0,Russia,58.75,7064
FT16,8357,Pla-0,CS76573,2.25,41.5,Spain,55.5,7065
FT16,8365,Rak-2,CS77201,16.0,49.0,Czech Republic,39.5,7066
FT16,8366,Rd-0,CS76584,8.5,50.5,GER,62.75,7067
FT16,8369,Rev-1,CS77214,13.4504,55.6942,Sweden,94.66666667,7068
FT16,8376,Sanna-2,CS77234,18.0,62.69,Sweden,104.0,7069
FT16,8378,Sap-0,,14.24,49.49,Czech Republic,50.33333333,7070
FT16,8386,Sr:5,CS77268,11.2,58.9,Sweden,49.0,7071
FT16,8387,St-0,CS77270,18.0,59.0,Sweden,48.33333333,7072
FT16,8395,Tu-0,,7.5,45.0,Italy,54.25,7073
FT16,8419,Wil-1,CS78855,25.3167,54.6833,Lithuania,58.75,7074
FT16,8420,Kelsterbach-4,CS76525,8.5333,50.0667,GER,47.5,7075
FT16,8422,Fjä1-1,CS76859,14.29,56.06,Sweden,116.25,7076
FT16,8423,Hov2-1,,13.74,56.1,Sweden,69.75,7077
FT16,8424,Kas-2,CS78905,77.0,35.0,India,80.0,7078
FT16,8424,Kas-2,CS78905,77.0,35.0,India,75.5,7079
FT16,8426,Ull1-1,CS78816,13.97,56.06,Sweden,40.25,7080
FT16,8428,Uod-2,,14.45,48.3,Austria,41.5,7081
FT16,8430,Lisse,,4.5667,52.25,NED,78.0,7082
FT16,8472,LP3413.41,,-86.8513,41.6862,US,40.5,7083
FT16,8584,328ME059,,-86.359,42.093,US,74.75,7084
FT16,870,MIC-31,CS77082,-86.4366,41.8266,US,62.25,7085
FT16,88,CYR,CS76790,0.683333,47.4,France,50.5,7086
FT16,9045,RMXF413.15,,-86.5154,42.039,US,78.0,7087
FT16,9057,Vinslöv,CS78847,13.9167,56.1,Sweden,67.5,7088
FT16,9058,Västervik,CS78834,16.6333,57.75,Sweden,123.0,7089
FT16,9061,Dog-5,,42.2239,38.3011,Turkey,102.6666667,7090
FT16,9063,Dog-7,,42.2239,38.3011,Turkey,98.75,7091
FT16,9064,Dog-8,,42.2239,38.3011,Turkey,107.6666667,7092
FT16,9066,Xan-2,,48.7992,38.6536,Azerbaijan,101.0,7093
FT16,9067,Xan-3,CS78860,48.7992,38.6536,Azerbaijan,130.0,7094
FT16,9069,Xan-5,CS78861,48.7992,38.6536,Azerbaijan,90.75,7095
FT16,9070,Xan-6,CS78862,48.7992,38.6536,Azerbaijan,88.5,7096
FT16,9073,Lerik1-2,,48.6131,38.7406,Azerbaijan,101.5,7097
FT16,9075,Lerik1-4,CS77023,48.6131,38.7406,Azerbaijan,98.25,7098
FT16,9078,Lerik1-7,CS77024,48.6131,38.7406,Azerbaijan,104.25,7099
FT16,9079,Lerik2-1,CS77025,48.5517,38.7833,Azerbaijan,102.0,7100
FT16,9081,Lerik2-3,CS77026,48.5517,38.7833,Azerbaijan,99.66666667,7101
FT16,9082,Lerik2-4,,48.5517,38.7833,Azerbaijan,100.3333333,7102
FT16,9084,Lerik2-6,CS77028,48.5517,38.7833,Azerbaijan,114.25,7103
FT16,9085,Lerik2-7,CS77029,48.5517,38.7833,Azerbaijan,101.0,7104
FT16,9089,Nar-3,CS77119,48.925,38.9522,Azerbaijan,125.5,7105
FT16,9090,Nar-4,,48.925,38.9522,Azerbaijan,122.0,7106
FT16,9091,Nar-5,CS77121,48.925,38.9522,Azerbaijan,97.5,7107
FT16,9094,Istisu-4,,48.5594,38.9786,Azerbaijan,91.0,7108
FT16,9095,Istisu-5,CS76950,48.5594,38.9786,Azerbaijan,113.3333333,7109
FT16,9096,Istisu-6,,48.5594,38.9786,Azerbaijan,121.3333333,7110
FT16,9098,Istisu-8,,48.5594,38.9786,Azerbaijan,99.5,7111
FT16,9099,Istisu-9,CS76953,48.5594,38.9786,Azerbaijan,112.6666667,7112
FT16,9100,Lag1-2,CS76998,46.2831,41.8296,Georgia,74.0,7113
FT16,9102,Lag1-4,CS76999,46.2831,41.8296,Georgia,80.75,7114
FT16,9103,Lag1-5,CS77000,46.2831,41.8296,Georgia,82.75,7115
FT16,9104,Lag1-6,CS77001,46.2831,41.8296,Georgia,60.0,7116
FT16,9105,Lag1-7,CS77002,46.2831,41.8296,Georgia,78.75,7117
FT16,9106,Lag1-8,CS77003,46.2831,41.8296,Georgia,87.5,7118
FT16,9111,Lag2-4,CS77005,46.2831,41.8296,Georgia,89.25,7119
FT16,9113,Lag2-6,CS77006,46.2831,41.8296,Georgia,70.25,7120
FT16,9114,Lag2-7,CS77007,46.2831,41.8296,Georgia,100.5,7121
FT16,9115,Lag2-10,CS77004,46.2831,41.8296,Georgia,71.75,7122
FT16,9119,Bak-3,,43.4767,41.7942,Georgia,110.0,7123
FT16,9120,Bak-4,,43.4767,41.7942,Georgia,125.0,7124
FT16,9121,Bak-5,CS76685,43.4767,41.7942,Georgia,102.0,7125
FT16,9124,Bak-9,,43.4767,41.7942,Georgia,118.25,7126
FT16,9125,Geg-14,CS76876,44.8203,40.1408,Armenia,69.25,7127
FT16,9128,Yeg-2,CS78864,45.3622,39.8692,Armenia,61.0,7128
FT16,9130,Yeg-4,CS78865,45.3622,39.8692,Armenia,63.25,7129
FT16,9131,Yeg-5,CS78866,45.3622,39.8692,Armenia,63.5,7130
FT16,9133,Yeg-7,CS78867,45.3622,39.8692,Armenia,68.0,7131
FT16,9134,Yeg-8,CS78868,45.3622,39.8692,Armenia,64.5,7132
FT16,915,LIN S-5,CS77040,-71.4378,41.8972,US,43.5,7133
FT16,9298,Edi-1,CS76832,-3.21833,55.9681,UK,45.5,7134
FT16,9312,Ullapool-8,CS78821,-5.1525,57.9,UK,57.5,7135
FT16,9314,Gol-2,CS76883,-3.96722,57.9672,UK,60.0,7136
FT16,932,CHA-41,CS76765,-71.1445,42.3634,US,68.75,7137
FT16,9321,Ådal 1,CS76643,18.336,62.8622,Sweden,140.0,7138
FT16,9323,Ådal 3,CS76644,18.336,62.8622,Sweden,80.75,7139
FT16,9332,Bar 1,CS76688,18.381,62.8698,Sweden,129.0,7141
FT16,9336,Bön 1,CS76715,18.4473,62.8794,Sweden,66.75,7142
FT16,9339,Böt 1,CS76720,15.0689,57.7133,Sweden,116.5,7143
FT16,9343,Dju-1,CS78896,18.1512,57.3089,Sweden,88.0,7144
FT16,9352,Död 2,CS76797,16.3675,57.2608,Sweden,134.3333333,7145
FT16,9353,Död 3,CS76798,16.3675,57.2608,Sweden,134.0,7146
FT16,9356,Eden 17,CS78645,18.1746,62.8762,Sweden,118.0,7147
FT16,9369,EkS 2,CS76837,14.9986,57.6781,Sweden,71.25,7149
FT16,9371,FäL 1,CS76852,18.3175,63.016,Sweden,145.0,7150
FT16,9380,FlyA 3,CS76865,13.3742,55.7488,Sweden,98.25,7151
FT16,9382,Fri 2,CS76869,14.2091,55.8106,Sweden,110.6666667,7153
FT16,9383,Fri 3,CS76870,14.2091,55.8106,Sweden,103.0,7154
FT16,9386,Grön 12,CS76891,18.1896,62.806,Sweden,107.75,7155
FT16,9388,Grön 14,CS76892,18.1896,62.806,Sweden,137.0,7156
FT16,9390,Hadd-1,CS78659,15.8979,57.3263,Sweden,55.0,7157
FT16,9391,Hadd-2,CS76905,15.8979,57.3263,Sweden,64.5,7158
FT16,9392,Hadd-3,CS76906,15.8979,57.3263,Sweden,59.0,7159
FT16,9394,Hag-2,CS76907,16.4063,56.5804,Sweden,110.5,7160
FT16,9395,Hal-1,CS76908,15.0105,57.5089,Sweden,118.25,7161
FT16,9399,Hamm-1,CS76910,13.9905,55.4234,Sweden,91.0,7162
FT16,9402,Hel-3,CS76918,14.8549,57.8765,Sweden,78.75,7163
FT16,9404,HolA-1 1,CS76926,13.399,55.7491,Sweden,78.75,7164
FT16,9405,HolA-1 2,CS76927,13.399,55.7491,Sweden,95.5,7165
FT16,9407,HolA-2 2,CS76928,13.399,55.7491,Sweden,75.0,7166
FT16,9408,Kal 1,CS76959,13.9519,56.047,Sweden,124.0,7167
FT16,9409,Kia 1,CS76968,14.302,56.0573,Sweden,119.25,7168
FT16,9412,Kor 3,CS76981,16.1494,57.2746,Sweden,64.0,7169
FT16,9413,Kor 4,CS76982,16.1494,57.2746,Sweden,75.0,7170
FT16,9416,Kru-3,CS76986,18.3837,57.7215,Sweden,129.0,7171
FT16,9421,Lan 1,CS77009,14.3997,55.9745,Sweden,103.0,7172
FT16,9427,Näs 2,CS77122,18.4055,62.8815,Sweden,119.5,7173
FT16,9433,Nyl 13,CS77135,18.2763,62.9513,Sweden,137.0,7174
FT16,9434,Öde 2,CS78679,18.3659,62.8959,Sweden,102.25,7175
FT16,9436,Puk-1,CS77194,14.6806,56.1633,Sweden,77.5,7176
FT16,9437,Puk-2,CS77195,14.6806,56.1633,Sweden,90.0,7177
FT16,9442,Sim-1,CS77250,14.3398,55.5678,Sweden,113.25,7178
FT16,9450,Spro 1,CS77263,18.2109,57.2545,Sweden,78.5,7179
FT16,9451,Spro 2,CS77264,18.2109,57.2545,Sweden,113.6666667,7180
FT16,9452,Spro 3,CS77265,18.2109,57.2545,Sweden,103.0,7181
FT16,9453,Stenk-2,CS77274,18.5162,57.8009,Sweden,129.5,7182
FT16,9454,Stenk-3,CS77275,18.5162,57.8009,Sweden,138.0,7183
FT16,9455,Stenk-4,CS77276,18.5162,57.8009,Sweden,102.75,7184
FT16,9470,Tur-4,CS77399,14.8043,57.6511,Sweden,90.5,7185
FT16,9476,VårA 1,CS78832,14.3336,55.5796,Sweden,126.3333333,7186
FT16,9481,Yst-1,CS78869,13.8484,55.4242,Sweden,121.0,7187
FT16,9503,11C1,CS76640,-3.21072,55.8877,UK,53.5,7188
FT16,9506,IP-Alo-0,CS76662,-7.47,40.11,POR,69.0,7189
FT16,9507,IP-Coa-0,CS76775,-7.5,38.45,POR,46.66666667,7190
FT16,9508,IP-Mos-1,CS77108,-7.11,40.04,POR,60.66666667,7191
FT16,9509,IP-Reg-0,CS77207,-7.4,39.29,POR,59.0,7192
FT16,9510,IP-Rei-0,CS77208,-7.59,38.75,POR,55.75,7193
FT16,9511,IP-Vav-0,CS78835,-8.02,38.53,POR,55.0,7194
FT16,9512,IP-Vid-1,CS78842,-7.84,38.22,POR,40.25,7195
FT16,9513,IP-Adc-5,CS76646,-4.07,38.77,Spain,63.33333333,7196
FT16,9514,IP-Adm-0,CS76647,-4.54,39.15,Spain,83.33333333,7197
FT16,9515,IP-Ala-0,CS76650,-6.89,39.72,Spain,51.25,7198
FT16,9516,IP-Ali-1,,-5.09,39.9,Spain,58.66666667,7199
FT16,9517,IP-All-0,CS76659,-7.8,42.19,Spain,35.75,7200
FT16,9518,IP-Alm-0,CS76660,-0.36,39.88,Spain,87.5,7201
FT16,9519,IP-Ang-0,CS78886,2.64,41.94,Spain,64.5,7202
FT16,9520,IP-Ara-4,CS76670,-3.68,41.7,Spain,120.5,7203
FT16,9521,IP-Bar-1,CS76689,2.13,41.43,Spain,68.0,7204
FT16,9522,IP-Bea-0,CS76695,-5.27,36.52,Spain,60.33333333,7205
FT16,9523,IP-Ben-0,CS76700,-2.66,38.37,Spain,84.66666667,7206
FT16,9524,IP-Ber-0,CS78887,-0.56,42.52,Spain,99.66666667,7207
FT16,9525,IP-Bis-0,CS76711,0.54,42.49,Spain,81.25,7208
FT16,9526,IP-Cab-3,CS76738,2.39,41.54,Spain,56.33333333,7209
FT16,9527,IP-Cad-0,CS76739,-5.74,40.37,Spain,76.5,7210
FT16,9528,IP-Cal-0,CS78890,-1.37,40.94,Spain,89.5,7211
FT16,9529,IP-Cap-1,CS76741,-3.36,36.97,Spain,63.0,7212
FT16,9530,IP-Car-1,CS76742,-4.32,38.25,Spain,123.0,7213
FT16,9531,IP-Cdc-3,CS76761,-4.54,41.21,Spain,92.0,7214
FT16,9532,IP-Cdo-0,CS76762,-4.64,42.23,Spain,108.6666667,7215
FT16,9533,IP-Cem-0,CS76763,-4.32,41.15,Spain,79.0,7216
FT16,9534,IP-Cmo-3,CS76774,-4.65,40.05,Spain,65.66666667,7217
FT16,9535,IP-Coc-1,CS76776,3.19,42.31,Spain,89.0,7218
FT16,9536,IP-Cor-0,CS76782,-2.0,40.83,Spain,103.0,7219
FT16,9537,IP-Cum-1,CS76787,-6.66,38.07,Spain,56.0,7220
FT16,9538,IP-Cur-4,,-8.09,43.12,Spain,98.0,7221
FT16,9539,IP-Deh-1,CS76793,-6.67,40.29,Spain,91.25,7222
FT16,9540,IP-Elb-0,CS76838,2.34,41.81,Spain,88.25,7223
FT16,9541,IP-Fue-2,CS76871,-5.42,38.26,Spain,61.5,7224
FT16,9542,IP-Fun-0,CS76872,-4.05,40.79,Spain,107.25,7225
FT16,9543,IP-Gra-0,CS76886,-5.39,36.77,Spain,89.66666667,7226
FT16,9544,IP-Gua-1,CS76894,-5.33,39.4,Spain,53.5,7227
FT16,9545,IP-Her-12,CS76920,-5.78,39.4,Spain,101.0,7228
FT16,9547,IP-Hor-0,CS76930,2.62,41.67,Spain,70.0,7230
FT16,9549,IP-Hum-2,CS76943,-3.69,42.23,Spain,106.6666667,7232
FT16,9550,IP-Iso-4,CS76946,-5.37,43.05,Spain,132.0,7233
FT16,9551,IP-Jim-1,CS76955,-5.92,42.28,Spain,123.0,7234
FT16,9553,IP-Ldd-0,CS77012,-4.71,41.58,Spain,106.0,7236
FT16,9554,IP-Lso-0,CS77055,-3.16,38.86,Spain,104.25,7237
FT16,9555,IP-Mar-1,CS77068,-3.93,39.58,Spain,100.0,7238
FT16,9556,IP-Men-2,CS77081,-4.34,39.66,Spain,65.0,7239
FT16,9557,IP-Moa-0,CS77102,0.7,42.46,Spain,112.0,7240
FT16,9558,IP-Moc-11,CS77103,-5.64,41.57,Spain,114.6666667,7241
FT16,9559,IP-Mon-5,CS77107,-4.38,38.06,Spain,66.5,7242
FT16,9560,IP-Mot-0,CS77109,-6.24,38.19,Spain,53.75,7243
FT16,9561,IP-Mun-0,CS77114,-5.04,40.71,Spain,92.0,7244
FT16,9562,IP-Mur-0,CS77115,2.0,41.67,Spain,83.5,7245
FT16,9563,IP-Nav-0,,-4.65,40.42,Spain,73.33333333,7246
FT16,9565,IP-Orb-10,CS77152,-1.23,42.97,Spain,72.33333333,7248
FT16,9566,IP-Oso-0,,-4.36,42.44,Spain,134.0,7249
FT16,9567,IP-Pal-0,CS77159,1.3,42.34,Spain,103.5,7250
FT16,9568,IP-Pan-0,CS77160,-0.23,42.76,Spain,109.5,7251
FT16,9569,IP-Pds-1,CS77166,-6.45,42.87,Spain,96.5,7252
FT16,9570,IP-Pob-0,,1.03,41.35,Spain,104.6666667,7253
FT16,9571,IP-Pro-0,CS78914,-6.01,43.28,Spain,35.25,7254
FT16,9572,IP-Pue-0,,-3.05,42.75,Spain,92.5,7255
FT16,9573,IP-Rds-0,CS77206,2.99,41.86,Spain,60.0,7256
FT16,9575,IP-Ren-6,,-4.21,42.77,Spain,136.0,7258
FT16,9576,IP-Rev-0,CS77213,-4.11,40.86,Spain,106.5,7259
FT16,9577,IP-Ria-0,CS77216,2.17,42.34,Spain,123.5,7260
FT16,9578,IP-Sac-0,CS77229,-6.7,42.13,Spain,59.25,7261
FT16,9579,IP-San-10,CS77232,-3.51,38.33,Spain,79.25,7262
FT16,9580,IP-Scm-0,,-3.57,38.68,Spain,71.0,7263
FT16,9581,IP-Sdv-3,CS77242,-5.12,42.84,Spain,118.5,7264
FT16,9582,IP-Ses-0,CS77244,-1.63,41.48,Spain,93.75,7265
FT16,9583,IP-Sne-0,CS77258,-3.38,37.09,Spain,89.5,7266
FT16,9584,IP-Stp-0,CS77283,-3.58,41.19,Spain,85.5,7267
