trait_type	phenocode	description	pheno_sex	n_cases_full_cohort_both_sexes
icd10	L89	L89 Decubitus ulcer	both_sexes	1483
icd10	L90	L90 Atrophic disorders of skin	both_sexes	3240
icd10	L91	L91 Hypertrophic disorders of skin	both_sexes	1267
icd10	L92	L92 Granulomatous disorders of skin and subcutaneous tissue	both_sexes	650
icd10	L93	L93 Lupus erythematosus	both_sexes	166
icd10	L94	L94 Other localised connective tissue disorders	both_sexes	165
icd10	L95	L95 Vasculitis limited to skin, not elsewhere classified	both_sexes	148
icd10	L98	L98 Other disorders of skin and subcutaneous tissue, not elsewhere classified	both_sexes	6862
icd10	M05	M05 Seropositive rheumatoid arthritis	both_sexes	344
icd10	M06	M06 Other rheumatoid arthritis	both_sexes	3475
icd10	M07	M07 Psoriatic and enteropathic arthropathies	both_sexes	571
icd10	M10	M10 Gout	both_sexes	2793
icd10	M13	M13 Other arthritis	both_sexes	7624
icd10	M14	M14 Arthropathies in other diseases classified elsewhere	both_sexes	124
icd10	M15	M15 Polyarthrosis	both_sexes	5711
icd10	M16	M16 Coxarthrosis [arthrosis of hip]	both_sexes	15130
icd10	M17	M17 Gonarthrosis [arthrosis of knee]	both_sexes	25905
icd10	M18	M18 Arthrosis of first carpometacarpal joint	both_sexes	1752
icd10	M19	M19 Other arthrosis	both_sexes	9735
icd10	M20	M20 Acquired deformities of fingers and toes	both_sexes	11347
icd10	M21	M21 Other acquired deformities of limbs	both_sexes	682
icd10	M22	M22 Disorders of patella	both_sexes	1059
icd10	M23	M23 Internal derangement of knee	both_sexes	4136
icd10	M24	M24 Other specific joint derangements	both_sexes	442
icd10	M25	M25 Other joint disorders, not elsewhere classified	both_sexes	2978
icd10	M30	M30 Polyarteritis nodosa and related conditions	both_sexes	102
icd10	M31	M31 Other necrotising vasculopathies	both_sexes	774
icd10	M32	M32 Systemic lupus erythematosus	both_sexes	411
icd10	M34	M34 Systemic sclerosis	both_sexes	218
icd10	M35	M35 Other systemic involvement of connective tissue	both_sexes	2722
icd10	M41	M41 Scoliosis	both_sexes	590
icd10	M43	M43 Other deforming dorsopathies	both_sexes	472
icd10	M46	M46 Other inflammatory spondylopathies	both_sexes	602
icd10	M47	M47 Spondylosis	both_sexes	2591
icd10	M48	M48 Other spondylopathies	both_sexes	1017
icd10	M50	M50 Cervical disk disorders	both_sexes	1894
icd10	M51	M51 Other intervertebral disk disorders	both_sexes	9455
icd10	M53	M53 Other dorsopathies, not elsewhere classified	both_sexes	394
icd10	M54	M54 Dorsalgia	both_sexes	10141
icd10	M62	M62 Other disorders of muscle	both_sexes	293
icd10	M65	M65 Synovitis and tenosynovitis	both_sexes	2844
icd10	M66	M66 Spontaneous rupture of synovium and tendon	both_sexes	227
icd10	M67	M67 Other disorders of synovium and tendon	both_sexes	4544
icd10	M70	M70 Soft tissue disorders related to use, overuse and pressure	both_sexes	1465
icd10	M71	M71 Other bursopathies	both_sexes	466
icd10	M72	M72 Fibroblastic disorders	both_sexes	3450
icd10	M75	M75 Shoulder lesions	both_sexes	11460
icd10	M76	M76 Enthesopathies of lower limb, excluding foot	both_sexes	256
icd10	M77	M77 Other enthesopathies	both_sexes	1033
icd10	M79	M79 Other soft tissue disorders, not elsewhere classified	both_sexes	4265
icd10	M81	M81 Osteoporosis without pathological fracture	both_sexes	5184
icd10	M84	M84 Disorders of continuity of bone	both_sexes	258
icd10	M85	M85 Other disorders of bone density and structure	both_sexes	787
icd10	M86	M86 Osteomyelitis	both_sexes	148
icd10	M89	M89 Other disorders of bone	both_sexes	413
icd10	M92	M92 Other juvenile osteochondrosis	both_sexes	144
icd10	M93	M93 Other osteochondropathies	both_sexes	313
icd10	M94	M94 Other disorders of cartilage	both_sexes	347
icd10	M95	M95 Other acquired deformities of musculoskeletal system and connective tissue	both_sexes	365
icd10	M96	M96 Postprocedural musculoskeletal disorders, not elsewhere classified	both_sexes	599
icd10	N02	N02 Recurrent and persistent haematuria	both_sexes	766
icd10	N03	N03 Chronic nephritic syndrome	both_sexes	899
icd10	N04	N04 Nephrotic syndrome	both_sexes	208
icd10	N05	N05 Unspecified nephritic syndrome	both_sexes	317
icd10	N08	N08 Glomerular disorders in diseases classified elsewhere	both_sexes	430
icd10	N11	N11 Chronic tubulo-interstitial nephritis	both_sexes	171
icd10	N13	N13 Obstructive and reflux uropathy	both_sexes	3455
icd10	N17	N17 Acute renal failure	both_sexes	8120
icd10	N18	N18 Chronic renal failure	both_sexes	7873
icd10	N20	N20 Calculus of kidney and ureter	both_sexes	5743
icd10	N21	N21 Calculus of lower urinary tract	both_sexes	936
icd10	N25	N25 Disorders resulting from impaired renal tubular function	both_sexes	105
icd10	N28	N28 Other disorders of kidney and ureter, not elsewhere classified	both_sexes	3289
icd10	N30	N30 Cystitis	both_sexes	3584
icd10	N31	N31 Neuromuscular dysfunction of bladder, not elsewhere classified	both_sexes	1754
icd10	N32	N32 Other disorders of bladder	both_sexes	10799
icd10	N34	N34 Urethritis and urethral syndrome	both_sexes	183
icd10	N35	N35 Urethral stricture	both_sexes	4016
icd10	N36	N36 Other disorders of urethra	both_sexes	912
icd10	N39	N39 Other disorders of urinary system	both_sexes	24029
icd10	N41	N41 Inflammatory diseases of prostate	both_sexes	1865
icd10	N42	N42 Other disorders of prostate	both_sexes	1602
icd10	N43	N43 Hydrocele and spermatocele	both_sexes	1595
icd10	N45	N45 Orchitis and epididymitis	both_sexes	957
icd10	N48	N48 Other disorders of penis	both_sexes	2505
icd10	N49	N49 Inflammatory disorders of male genital organs, not elsewhere classified	both_sexes	199
icd10	N50	N50 Other disorders of male genital organs	both_sexes	3236
icd10	N60	N60 Benign mammary dysplasia	both_sexes	1970
icd10	N64	N64 Other disorders of breast	both_sexes	1368
icd10	N70	N70 Salpingitis and oophoritis	both_sexes	565
icd10	N71	N71 Inflammatory disease of uterus, except cervix	both_sexes	299
icd10	N73	N73 Other female pelvic inflammatory diseases	both_sexes	3314
icd10	N75	N75 Diseases of Bartholin's gland	both_sexes	739
icd10	N76	N76 Other inflammation of vagina and vulva	both_sexes	857
icd10	N77	N77 Vulvovaginal ulceration and inflammation in diseases classified elsewhere	both_sexes	257
icd10	N80	N80 Endometriosis	both_sexes	4333
icd10	N81	N81 Female genital prolapse	both_sexes	13401
icd10	N82	N82 Fistulae involving female genital tract	both_sexes	207
icd10	N83	N83 Noninflammatory disorders of ovary, Fallopian tube and broad ligament	both_sexes	5984
icd10	N84	N84 Polyp of female genital tract	both_sexes	12050
icd10	N85	N85 Other noninflammatory disorders of uterus, except cervix	both_sexes	6063
icd10	N87	N87 Dysplasia of cervix uteri	both_sexes	1649
icd10	N88	N88 Other noninflammatory disorders of cervix uteri	both_sexes	2039
icd10	N89	N89 Other noninflammatory disorders of vagina	both_sexes	1692
icd10	N90	N90 Other noninflammatory disorders of vulva and perineum	both_sexes	2175
icd10	N91	N91 Absent, scanty and rare menstruation	both_sexes	110
icd10	N92	N92 Excessive, frequent and irregular menstruation	both_sexes	14656
icd10	N93	N93 Other abnormal uterine and vaginal bleeding	both_sexes	4593
icd10	N94	N94 Pain and other conditions associated with female genital organs and menstrua	both_sexes	3743
icd10	N95	N95 Menopausal and other perimenopausal disorders	both_sexes	11627
icd10	N97	N97 Female infertility	both_sexes	989
icd10	N99	N99 Postprocedural disorders of genito-urinary system, not elsewhere classified	both_sexes	1339
icd10	O00	O00 Ectopic pregnancy	both_sexes	291
icd10	O02	O02 Other abnormal products of conception	both_sexes	1281
icd10	O03	O03 Spontaneous abortion	both_sexes	1477
icd10	O04	O04 Medical abortion	both_sexes	1171
icd10	O14	O14 Gestational [pregnancy-induced] hypertension with significant proteinuria	both_sexes	314
icd10	O20	O20 Haemorrhage in early pregnancy	both_sexes	913
icd10	O23	O23 Infections of genito-urinary tract in pregnancy	both_sexes	233
icd10	O24	O24 Diabetes mellitus in pregnancy	both_sexes	202
icd10	O26	O26 Maternal care for other conditions predominantly related to pregnancy	both_sexes	1951
icd10	O32	O32 Maternal care for known or suspected malpresentation of foetus	both_sexes	1091
icd10	O34	O34 Maternal care for known or suspected abnormality of pelvic organs	both_sexes	1638
icd10	O35	O35 Maternal care for known or suspected foetal abnormality and damage	both_sexes	263
icd10	O36	O36 Maternal care for other known or suspected foetal problems	both_sexes	2031
icd10	O42	O42 Premature rupture of membranes	both_sexes	1080
icd10	O43	O43 Placental disorders	both_sexes	244
icd10	O44	O44 Placenta praevia	both_sexes	185
icd10	O46	O46 Antepartum haemorrhage, not elsewhere classified	both_sexes	634
icd10	O47	O47 False labour	both_sexes	1070
icd10	O60	O60 Preterm delivery	both_sexes	646
icd10	O61	O61 Failed induction of labour	both_sexes	154
icd10	O62	O62 Abnormalities of forces of labour	both_sexes	439
icd10	O63	O63 Long labour	both_sexes	1991
icd10	O64	O64 Obstructed labour due to malposition and malpresentation of foetus	both_sexes	421
icd10	O68	O68 Labour and delivery complicated by foetal stress [distress]	both_sexes	3574
icd10	O70	O70 Perineal laceration during delivery	both_sexes	5769
icd10	O72	O72 Postpartum haemorrhage	both_sexes	1422
icd10	O75	O75 Other complications of labour and delivery, not elsewhere classified	both_sexes	757
icd10	O80	O80 Single spontaneous delivery	both_sexes	2148
icd10	O81	O81 Single delivery by forceps and vacuum extractor	both_sexes	151
icd10	O86	O86 Other puerperal infections	both_sexes	209
icd10	O99	O99 Other maternal diseases classifiable elsewhere but complicating pregnancy, c	both_sexes	1903
icd10	Q05	Q05 Spina bifida	both_sexes	170
icd10	Q18	Q18 Other congenital malformations of face and neck	both_sexes	138
icd10	Q21	Q21 Congenital malformations of cardiac septa	both_sexes	687
icd10	Q23	Q23 Congenital malformations of aortic and mitral valves	both_sexes	295
icd10	Q24	Q24 Other congenital malformations of heart	both_sexes	174
icd10	Q25	Q25 Congenital malformations of great arteries	both_sexes	111
icd10	Q27	Q27 Other congenital malformations of peripheral vascular system	both_sexes	163
icd10	Q28	Q28 Other congenital malformations of circulatory system	both_sexes	154
icd10	Q38	Q38 Other congenital malformations of tongue, mouth and pharynx	both_sexes	245
icd10	Q39	Q39 Congenital malformations of oesophagus	both_sexes	102
icd10	Q43	Q43 Other congenital malformations of intestine	both_sexes	259
icd10	Q50	Q50 Congenital malformations of ovaries, Fallopian tubes and broad ligaments	both_sexes	200
icd10	Q51	Q51 Congenital malformations of uterus and cervix	both_sexes	221
icd10	Q54	Q54 Hypospadias	both_sexes	145
icd10	Q60	Q60 Renal agenesis and other reduction defects of kidney	both_sexes	149
icd10	Q61	Q61 Cystic kidney disease	both_sexes	502
icd10	Q63	Q63 Other congenital malformations of kidney	both_sexes	279
icd10	Q65	Q65 Congenital deformities of hip	both_sexes	122
icd10	Q66	Q66 Congenital deformities of feet	both_sexes	259
icd10	Q76	Q76 Congenital malformations of spine and bony thorax	both_sexes	164
icd10	Q79	Q79 Congenital malformations of musculoskeletal system, not elsewhere classified	both_sexes	131
icd10	Q82	Q82 Other congenital malformations of skin	both_sexes	189
icd10	Q85	Q85 Phakomatoses, not elsewhere classified	both_sexes	177
icd10	Q87	Q87 Other specified congenital malformation syndromes affecting multiple systems	both_sexes	149
icd10	Q89	Q89 Other congenital malformations, not elsewhere classified	both_sexes	124
icd10	R00	R00 Abnormalities of heart beat	both_sexes	11315
icd10	R01	R01 Cardiac murmurs and other cardiac sounds	both_sexes	1447
icd10	R03	R03 Abnormal blood-pressure reading, without diagnosis	both_sexes	3316
icd10	R04	R04 Haemorrhage from respiratory passages	both_sexes	5476
icd10	R06	R06 Abnormalities of breathing	both_sexes	11992
icd10	R07	R07 Pain in throat and chest	both_sexes	38860
icd10	R09	R09 Other symptoms and signs involving the circulatory and respiratory systems	both_sexes	1376
icd10	R10	R10 Abdominal and pelvic pain	both_sexes	38143
icd10	R16	R16 Hepatomegaly and splenomegaly, not elsewhere classified	both_sexes	816
icd10	R19	R19 Other symptoms and signs involving the digestive system and abdomen	both_sexes	20035
icd10	R20	R20 Disturbances of skin sensation	both_sexes	3614
icd10	R22	R22 Localised swelling, mass and lump of skin and subcutaneous tissue	both_sexes	2530
icd10	R23	R23 Other skin changes	both_sexes	865
icd10	R25	R25 Abnormal involuntary movements	both_sexes	1201
icd10	R26	R26 Abnormalities of gait and mobility	both_sexes	3242
icd10	R27	R27 Other lack of coordination	both_sexes	459
icd10	R29	R29 Other symptoms and signs involving the nervous and musculoskeletal systems	both_sexes	5054
icd10	R30	R30 Pain associated with micturition	both_sexes	1442
icd10	R39	R39 Other symptoms and signs involving the urinary system	both_sexes	5914
icd10	R40	R40 Somnolence, stupor and coma	both_sexes	933
icd10	R41	R41 Other symptoms and signs involving cognitive functions and awareness	both_sexes	4591
icd10	R43	R43 Disturbances of smell and taste	both_sexes	102
icd10	R44	R44 Other symptoms and signs involving general sensations and perceptions	both_sexes	738
icd10	R45	R45 Symptoms and signs involving emotional state	both_sexes	1049
icd10	R46	R46 Symptoms and signs involving appearance and behaviour	both_sexes	272
icd10	R47	R47 Speech disturbances, not elsewhere classified	both_sexes	2011
icd10	R49	R49 Voice disturbances	both_sexes	1163
icd10	R50	R50 Fever of unknown origin	both_sexes	5302
icd10	R52	R52 Pain, not elsewhere classified	both_sexes	1719
icd10	R56	R56 Convulsions, not elsewhere classified	both_sexes	2509
icd10	R57	R57 Shock, not elsewhere classified	both_sexes	482
icd10	R59	R59 Enlarged lymph nodes	both_sexes	3211
icd10	R60	R60 Oedema, not elsewhere classified	both_sexes	2452
icd10	R61	R61 Hyperhidrosis	both_sexes	730
icd10	R63	R63 Symptoms and signs concerning food and fluid intake	both_sexes	8965
icd10	R65	R65 Systemic Inflammatory Response Syndrome [SIRS]	both_sexes	340
icd10	R68	R68 Other general symptoms and signs	both_sexes	553
icd10	R70	R70 Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity	both_sexes	110
icd10	R73	R73 Elevated blood glucose level	both_sexes	917
icd10	R74	R74 Abnormal serum enzyme levels	both_sexes	317
icd10	R76	R76 Other abnormal immunological findings in serum	both_sexes	289
icd10	R77	R77 Other abnormalities of plasma proteins	both_sexes	202
icd10	R79	R79 Other abnormal findings of blood chemistry	both_sexes	8772
icd10	R82	R82 Other abnormal findings in urine	both_sexes	420
icd10	R84	R84 Abnormal findings in specimens from respiratory organs and thorax	both_sexes	155
icd10	R85	R85 Abnormal findings in specimens from digestive organs and abdominal cavity	both_sexes	239
icd10	R86	R86 Abnormal findings in specimens from male genital organs	both_sexes	172
icd10	R87	R87 Abnormal findings in specimens from female genital organs	both_sexes	1487
icd10	R90	R90 Abnormal findings on diagnostic imaging of central nervous system	both_sexes	418
icd10	R93	R93 Abnormal findings on diagnostic imaging of other body structures	both_sexes	4228
icd10	R94	R94 Abnormal results of function studies	both_sexes	273
icd10	S00	S00 Superficial injury of head	both_sexes	3077
icd10	S01	S01 Open wound of head	both_sexes	3966
icd10	S02	S02 Fracture of skull and facial bones	both_sexes	503
icd10	S05	S05 Injury of eye and orbit	both_sexes	402
icd10	S06	S06 Intracranial injury	both_sexes	372
icd10	S09	S09 Other and unspecified injuries of head	both_sexes	2334
icd10	S10	S10 Superficial injury of neck	both_sexes	129
icd10	S13	S13 Dislocation, sprain and strain of joints and ligaments at neck level	both_sexes	173
icd10	S14	S14 Injury of nerves and spinal cord at neck level	both_sexes	112
icd10	S19	S19 Other and unspecified injuries of neck	both_sexes	152
icd10	S20	S20 Superficial injury of thorax	both_sexes	506
icd10	S22	S22 Fracture of rib(s), sternum and thoracic spine	both_sexes	418
icd10	S27	S27 Injury of other and unspecified intrathoracic organs	both_sexes	185
icd10	S29	S29 Other and unspecified injuries of thorax	both_sexes	171
icd10	S30	S30 Superficial injury of abdomen, lower back and pelvis	both_sexes	758
icd10	S31	S31 Open wound of abdomen, lower back and pelvis	both_sexes	191
icd10	S32	S32 Fracture of lumbar spine and pelvis	both_sexes	258
icd10	S39	S39 Other and unspecified injuries of abdomen, lower back and pelvis	both_sexes	386
icd10	S40	S40 Superficial injury of shoulder and upper arm	both_sexes	404
icd10	S41	S41 Open wound of shoulder and upper arm	both_sexes	143
icd10	S42	S42 Fracture of shoulder and upper arm	both_sexes	449
icd10	S43	S43 Dislocation, sprain and strain of joints and ligaments of shoulder girdle	both_sexes	576
icd10	S46	S46 Injury of muscle and tendon at shoulder and upper arm level	both_sexes	284
icd10	S49	S49 Other and unspecified injuries of shoulder and upper arm	both_sexes	190
icd10	S50	S50 Superficial injury of forearm	both_sexes	448
icd10	S51	S51 Open wound of forearm	both_sexes	583
icd10	S52	S52 Fracture of forearm	both_sexes	992
icd10	S53	S53 Dislocation, sprain and strain of joints and ligaments of elbow	both_sexes	185
icd10	S54	S54 Injury of nerves at forearm level	both_sexes	110
icd10	S56	S56 Injury of muscle and tendon at forearm level	both_sexes	280
icd10	S60	S60 Superficial injury of wrist and hand	both_sexes	550
icd10	S61	S61 Open wound of wrist and hand	both_sexes	3905
icd10	S62	S62 Fracture at wrist and hand level	both_sexes	532
icd10	S63	S63 Dislocation, sprain and strain of joints and ligaments at wrist and hand lev	both_sexes	715
icd10	S64	S64 Injury of nerves at wrist and hand level	both_sexes	768
icd10	S65	S65 Injury of blood vessels at wrist and hand level	both_sexes	167
icd10	S66	S66 Injury of muscle and tendon at wrist and hand level	both_sexes	1395
icd10	S67	S67 Crushing injury of wrist and hand	both_sexes	193
icd10	S68	S68 Traumatic amputation of wrist and hand	both_sexes	492
icd10	S69	S69 Other and unspecified injuries of wrist and hand	both_sexes	255
icd10	S70	S70 Superficial injury of hip and thigh	both_sexes	444
icd10	S71	S71 Open wound of hip and thigh	both_sexes	122
icd10	S72	S72 Fracture of femur	both_sexes	334
icd10	S76	S76 Injury of muscle and tendon at hip and thigh level	both_sexes	406
icd10	S79	S79 Other and unspecified injuries of hip and thigh	both_sexes	247
icd10	S80	S80 Superficial injury of lower leg	both_sexes	1035
icd10	S81	S81 Open wound of lower leg	both_sexes	755
icd10	S82	S82 Fracture of lower leg, including ankle	both_sexes	1090
icd10	S83	S83 Dislocation, sprain and strain of joints and ligaments of knee	both_sexes	864
icd10	S86	S86 Injury of muscle and tendon at lower leg level	both_sexes	869
icd10	S89	S89 Other and unspecified injuries of lower leg	both_sexes	299
icd10	S90	S90 Superficial injury of ankle and foot	both_sexes	313
icd10	S91	S91 Open wound of ankle and foot	both_sexes	347
icd10	S92	S92 Fracture of foot, except ankle	both_sexes	245
icd10	S93	S93 Dislocation, sprain and strain of joints and ligaments at ankle and foot lev	both_sexes	317
icd10	S99	S99 Other and unspecified injuries of ankle and foot	both_sexes	131
icd10	T00	T00 Superficial injuries involving multiple body regions	both_sexes	131
icd10	T13	T13 Other injuries of lower limb, level unspecified	both_sexes	113
icd10	T14	T14 Injury of unspecified body region	both_sexes	267
icd10	T17	T17 Foreign body in respiratory tract	both_sexes	401
icd10	T18	T18 Foreign body in alimentary tract	both_sexes	481
icd10	T20	T20 Burn and corrosion of head and neck	both_sexes	128
icd10	T21	T21 Burn and corrosion of trunk	both_sexes	130
icd10	T22	T22 Burn and corrosion of shoulder and upper limb, except wrist and hand	both_sexes	137
icd10	T23	T23 Burn and corrosion of wrist and hand	both_sexes	190
icd10	T24	T24 Burn and corrosion of hip and lower limb, except ankle and foot	both_sexes	135
icd10	T31	T31 Burns classified according to extent of body surface involved	both_sexes	341
icd10	T38	T38 Poisoning by hormones and their synthetic substitutes and antagonists, not e	both_sexes	184
icd10	T39	T39 Poisoning by nonopioid analgesics, antipyretics and antirheumatics	both_sexes	1910
icd10	T40	T40 Poisoning by narcotics and psychodysleptics [hallucinogens]	both_sexes	795
icd10	T42	T42 Poisoning by antiepileptic, sedative-hypnotic and anti-Parkinsonism drugs	both_sexes	1011
icd10	T43	T43 Poisoning by psychotropic drugs, not elsewhere classified	both_sexes	1266
icd10	T44	T44 Poisoning by drugs primarily affecting the autonomic nervous system	both_sexes	218
icd10	T45	T45 Poisoning by primarily systemic and haematological agents, not elsewhere cla	both_sexes	243
icd10	T46	T46 Poisoning by agents primarily affecting the cardiovascular system	both_sexes	260
icd10	T47	T47 Poisoning by agents primarily affecting gastro-intestinal system	both_sexes	110
icd10	T50	T50 Poisoning by diuretics and other and unspecified drugs, medicaments and biol	both_sexes	405
icd10	T51	T51 Toxic effect of alcohol	both_sexes	1077
icd10	T59	T59 Toxic effect of other gases, fumes and vapours	both_sexes	107
icd10	T63	T63 Toxic effect of contact with venomous animals	both_sexes	138
icd10	T78	T78 Adverse effects, not elsewhere classified	both_sexes	1125
icd10	T79	T79 Certain early complications of trauma, not elsewhere classified	both_sexes	566
icd10	T80	T80 Complications following infusion, transfusion and therapeutic injection	both_sexes	332
icd10	T81	T81 Complications of procedures, not elsewhere classified	both_sexes	16101
icd10	T82	T82 Complications of cardiac and vascular prosthetic devices, implants and graft	both_sexes	3152
icd10	T83	T83 Complications of genito-urinary prosthetic devices, implants and grafts	both_sexes	1566
icd10	T84	T84 Complications of internal orthopaedic prosthetic devices, implants and graft	both_sexes	6133
icd10	T85	T85 Complications of other internal prosthetic devices, implants and grafts	both_sexes	2887
icd10	T86	T86 Failure and rejection of transplanted organs and tissues	both_sexes	415
icd10	T87	T87 Complications peculiar to reattachment and amputation	both_sexes	200
icd10	T88	T88 Other complications of surgical and medical care, not elsewhere classified	both_sexes	906
icd10	T90	T90 Sequelae of injuries of head	both_sexes	636
icd10	T91	T91 Sequelae of injuries of neck and trunk	both_sexes	359
icd10	T92	T92 Sequelae of injuries of upper limb	both_sexes	823
icd10	T93	T93 Sequelae of injuries of lower limb	both_sexes	947
icd10	T98	T98 Sequelae of other and unspecified effects of external causes	both_sexes	131
icd10	U51	U51 Admission status on psychiatric patients	both_sexes	169
icd10	U80	U80 Agent resistant to penicillin and related antibiotics	both_sexes	850
icd10	U82	U82 Resistance to betalactam antibiotics	both_sexes	314
icd10	U83	U83 Resistance to other antibiotics	both_sexes	197
icd10	U89	U89 Agent resistant to other and unspecified antibiotics	both_sexes	255
icd10	V03	V03 Pedestrian injured in collision with car, pick-up truck or van	both_sexes	417
icd10	V13	V13 Pedal cyclist injured in collision with car, pick-up truck or van	both_sexes	410
icd10	V18	V18 Pedal cyclist injured in noncollision transport accident	both_sexes	1426
icd10	V19	V19 Pedal cyclist injured in other and unspecified transport accidents	both_sexes	215
icd10	V23	V23 Motorcycle rider injured in collision with car, pick-up truck or van	both_sexes	297
icd10	V28	V28 Motorcycle rider injured in noncollision transport accident	both_sexes	403
icd10	V29	V29 Motorcycle rider injured in other and unspecified transport accidents	both_sexes	141
icd10	V43	V43 Car occupant injured in collision with car, pick-up truck or van	both_sexes	718
icd10	V47	V47 Car occupant injured in collision with fixed or stationary object	both_sexes	176
icd10	V48	V48 Car occupant injured in noncollision transport accident	both_sexes	233
icd10	V49	V49 Car occupant injured in other and unspecified transport accidents	both_sexes	269
icd10	V78	V78 Bus occupant injured in noncollision transport accident	both_sexes	103
icd10	V80	V80 Animal-rider or occupant of animal-drawn vehicle injured in transport accide	both_sexes	383
icd10	V89	V89 Motor- or nonmotor-vehicle accident, type of vehicle unspecified	both_sexes	190
icd10	W00	W00 Fall on same level involving ice and snow	both_sexes	1255
icd10	W01	W01 Fall on same level from slipping, tripping and stumbling	both_sexes	7714
icd10	W02	W02 Fall involving ice-skates, skis, roller-skates or skateboards	both_sexes	397
icd10	W03	W03 Other fall on same level due to collision with, or pushing by, another perso	both_sexes	289
icd10	W06	W06 Fall involving bed	both_sexes	414
icd10	W07	W07 Fall involving chair	both_sexes	465
icd10	W08	W08 Fall involving other furniture	both_sexes	165
icd10	W10	W10 Fall on and from stairs and steps	both_sexes	3692
icd10	W11	W11 Fall on and from ladder	both_sexes	1568
icd10	W13	W13 Fall from, out of or through building or structure	both_sexes	362
icd10	W17	W17 Other fall from one level to another	both_sexes	751
icd10	W18	W18 Other fall on same level	both_sexes	2511
icd10	W19	W19 Unspecified fall	both_sexes	7253
icd10	W20	W20 Struck by thrown, projected or falling object	both_sexes	365
icd10	W21	W21 Striking against or struck by sports equipment	both_sexes	260
icd10	W22	W22 Striking against or struck by other objects	both_sexes	951
icd10	W23	W23 Caught, crushed, jammed or pinched in or between objects	both_sexes	958
icd10	W25	W25 Contact with sharp glass	both_sexes	581
icd10	W26	W26 Contact with knife, sword or dagger	both_sexes	546
icd10	W27	W27 Contact with nonpowered hand tool	both_sexes	434
icd10	W29	W29 Contact with other powered hand tools and household machinery	both_sexes	559
icd10	W31	W31 Contact with other and unspecified machinery	both_sexes	558
icd10	W44	W44 Foreign body entering into or through eye or natural orifice	both_sexes	681
icd10	W45	W45 Foreign body or object entering through skin	both_sexes	604
icd10	W49	W49 Exposure to other and unspecified inanimate mechanical forces	both_sexes	161
icd10	W50	W50 Hit, struck, kicked, twisted, bitten or scratched by another person	both_sexes	209
icd10	W51	W51 Striking against or bumped into by another person	both_sexes	173
icd10	W54	W54 Bitten or struck by dog	both_sexes	682
icd10	W55	W55 Bitten or struck by other mammals	both_sexes	440
icd10	W57	W57 Bitten or stung by non-venomous insect and other non-venomous arthropods	both_sexes	460
icd10	W79	W79 Inhalation and ingestion of food causing obstruction of respiratory tract	both_sexes	172
icd10	X23	X23 Contact with hornets, wasps and bees	both_sexes	168
icd10	X40	X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics a	both_sexes	347
icd10	X41	X41 Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, an	both_sexes	297
icd10	X42	X42 Accidental poisoning by and exposure to narcotics and psychodysleptics [hall	both_sexes	215
icd10	X44	X44 Accidental poisoning by and exposure to other and unspecified drugs, medicam	both_sexes	318
icd10	X45	X45 Accidental poisoning by and exposure to alcohol	both_sexes	149
icd10	X49	X49 Accidental poisoning by and exposure to other and unspecified chemicals and 	both_sexes	181
icd10	X50	X50 Overexertion and strenuous or repetitive movements	both_sexes	1246
icd10	X51	X51 Travel and motion	both_sexes	134
icd10	X58	X58 Exposure to other specified factors	both_sexes	153
icd10	X59	X59 Exposure to unspecified factor	both_sexes	4363
icd10	X60	X60 Intentional self-poisoning by and exposure to nonopioid analgesics, antipyre	both_sexes	1566
icd10	X61	X61 Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnot	both_sexes	1559
icd10	X62	X62 Intentional self-poisoning by and exposure to narcotics and psychodysleptics	both_sexes	541
icd10	X63	X63 Intentional self-poisoning by and exposure to other drugs acting on the auto	both_sexes	152
icd10	X64	X64 Intentional self-poisoning by and exposure to other and unspecified drugs, m	both_sexes	640
icd10	X70	X70 Intentional self-harm by hanging, strangulation and suffocation	both_sexes	118
icd10	X78	X78 Intentional self-harm by sharp object	both_sexes	211
icd10	X99	X99 Assault by sharp object	both_sexes	140
icd10	Y04	Y04 Assault by bodily force	both_sexes	740
icd10	Y09	Y09 Assault by unspecified means	both_sexes	188
icd10	Y40	Y40 Systemic antibiotics	both_sexes	897
icd10	Y41	Y41 Other systemic anti-infectives and antiparasitics	both_sexes	231
icd10	Y42	Y42 Hormones and their synthetic substitutes and antagonists, not elsewhere clas	both_sexes	1086
icd10	Y43	Y43 Primarily systemic agents	both_sexes	3054
icd10	Y44	Y44 Agents primarily affecting blood constituents	both_sexes	404
icd10	Y45	Y45 Analgesics, antipyretics and anti-inflammatory drugs	both_sexes	1376
icd10	Y46	Y46 Antiepileptics and anti-Parkinsonism drugs	both_sexes	173
icd10	Y48	Y48 Anaesthetics and therapeutic gases	both_sexes	173
icd10	Y49	Y49 Psychotropic drugs, not elsewhere classified	both_sexes	196
icd10	Y51	Y51 Drugs primarily affecting the autonomic nervous system	both_sexes	435
icd10	Y52	Y52 Agents primarily affecting the cardiovascular system	both_sexes	835
icd10	Y53	Y53 Agents primarily affecting the gastro-intestinal system	both_sexes	159
icd10	Y54	Y54 Agents primarily affecting water-balance and mineral and uric acid metabolis	both_sexes	388
