trait_type	phenocode	description	pheno_sex	n_cases_full_cohort_both_sexes
continuous	22403	Anterior thigh lean muscle volume (right)	both_sexes	5183
continuous	22404	Posterior thigh lean muscle volume (right)	both_sexes	5183
continuous	22405	Anterior thigh lean muscle volume (left)	both_sexes	5136
continuous	22406	Posterior thigh lean muscle volume (left)	both_sexes	5136
continuous	22407	Visceral adipose tissue volume (VAT)	both_sexes	5249
continuous	22408	Abdominal subcutaneous adipose tissue volume (ASAT)	both_sexes	5249
continuous	22409	Total thigh muscle volume	both_sexes	5028
continuous	22410	Total trunk fat volume	both_sexes	5249
continuous	22501	Year ended full time education	both_sexes	108153
continuous	22503	Years of cough on most days	both_sexes	14606
continuous	22505	Years of bringing up phlegm/sputum/mucus on most days	both_sexes	9169
continuous	22507	Age of stopping smoking	both_sexes	39094
continuous	22599	Number of jobs held	both_sexes	105862
continuous	22602	Year job started	both_sexes	107486
continuous	22603	Year job ended	both_sexes	100702
continuous	22605	Work hours per week - exact value	both_sexes	39517
continuous	22641	Period spent working mix of day and night shifts	both_sexes	7787
continuous	22642	Usual length of each night shift during mixed shift periods	both_sexes	23419
continuous	22643	Number of night shifts worked monthly during mixed shift periods	both_sexes	23810
continuous	22644	Consecutive night shifts during mixed shift periods	both_sexes	23041
continuous	22645	Rest days during mixed shift periods	both_sexes	20569
continuous	22661	Number of gap periods	both_sexes	105892
continuous	22663	Year gap started	both_sexes	85238
continuous	22664	Year gap ended	both_sexes	50530
continuous	2267	Use of sun/uv protection	both_sexes	437008
continuous	22670	Minimum carotid IMT (intima-medial thickness) at 120 degrees 	both_sexes	22883
continuous	22671	Mean carotid IMT (intima-medial thickness) at 120 degrees 	both_sexes	22992
continuous	22672	Maximum carotid IMT (intima-medial thickness) at 120 degrees 	both_sexes	22992
continuous	22673	Minimum carotid IMT (intima-medial thickness) at 150 degrees 	both_sexes	23082
continuous	22674	Mean carotid IMT (intima-medial thickness) at 150 degrees 	both_sexes	22731
continuous	22675	Maximum carotid IMT (intima-medial thickness) at 150 degrees 	both_sexes	22865
continuous	22676	Minimum carotid IMT (intima-medial thickness) at 210 degrees 	both_sexes	22907
continuous	22677	Mean carotid IMT (intima-medial thickness) at 210 degrees 	both_sexes	23013
continuous	22678	Maximum carotid IMT (intima-medial thickness) at 210 degrees 	both_sexes	23013
continuous	22679	Minimum carotid IMT (intima-medial thickness) at 240 degrees 	both_sexes	22827
continuous	22680	Mean carotid IMT (intima-medial thickness) at 240 degrees 	both_sexes	22721
continuous	22681	Maximum carotid IMT (intima-medial thickness) at 240 degrees 	both_sexes	22721
continuous	22702	Home location - east co-ordinate (rounded)	both_sexes	439725
continuous	22704	Home location - north co-ordinate (rounded)	both_sexes	438745
continuous	2277	Frequency of solarium/sunlamp use	both_sexes	405407
continuous	2296	Falls in the last year	both_sexes	439570
continuous	2306	Weight change compared with 1 year ago	both_sexes	424725
continuous	23098	Weight	both_sexes	433469
continuous	23099	Body fat percentage	both_sexes	432262
continuous	23100	Whole body fat mass	both_sexes	431792
continuous	23101	Whole body fat-free mass	both_sexes	433431
continuous	23102	Whole body water mass	both_sexes	433465
continuous	23104	Body mass index (BMI)	both_sexes	433461
continuous	23105	Basal metabolic rate	both_sexes	433453
continuous	23106	Impedance of whole body	both_sexes	433423
continuous	23107	Impedance of leg (right)	both_sexes	433443
continuous	23108	Impedance of leg (left)	both_sexes	433437
continuous	23109	Impedance of arm (right)	both_sexes	433414
continuous	23110	Impedance of arm (left)	both_sexes	433431
continuous	23111	Leg fat percentage (right)	both_sexes	433435
continuous	23112	Leg fat mass (right)	both_sexes	433431
continuous	23113	Leg fat-free mass (right)	both_sexes	433421
continuous	23114	Leg predicted mass (right)	both_sexes	433420
continuous	23115	Leg fat percentage (left)	both_sexes	433410
continuous	23116	Leg fat mass (left)	both_sexes	432444
continuous	23117	Leg fat-free mass (left)	both_sexes	433387
continuous	23118	Leg predicted mass (left)	both_sexes	433382
continuous	23119	Arm fat percentage (right)	both_sexes	432414
continuous	23120	Arm fat mass (right)	both_sexes	432387
continuous	23121	Arm fat-free mass (right)	both_sexes	433341
continuous	23122	Arm predicted mass (right)	both_sexes	433333
continuous	23123	Arm fat percentage (left)	both_sexes	432352
continuous	23124	Arm fat mass (left)	both_sexes	432312
continuous	23125	Arm fat-free mass (left)	both_sexes	433261
continuous	23126	Arm predicted mass (left)	both_sexes	433245
continuous	23127	Trunk fat percentage	both_sexes	433205
continuous	23128	Trunk fat mass	both_sexes	432221
continuous	23129	Trunk fat-free mass	both_sexes	433101
continuous	23130	Trunk predicted mass	both_sexes	433056
continuous	2355	Most recent bowel cancer screening	both_sexes	97707
continuous	2375	Relative age of first facial hair	both_sexes	193817
continuous	2385	Relative age voice broke	both_sexes	185432
continuous	24003	Nitrogen dioxide air pollution; 2010	both_sexes	435167
continuous	24004	Nitrogen oxides air pollution; 2010	both_sexes	435167
continuous	24005	Particulate matter air pollution (pm10); 2010	both_sexes	406078
continuous	24006	Particulate matter air pollution (pm2.5); 2010	both_sexes	406078
continuous	24007	Particulate matter air pollution (pm2.5) absorbance; 2010	both_sexes	406078
continuous	24008	Particulate matter air pollution 2.5-10um; 2010	both_sexes	406078
continuous	24009	Traffic intensity on the nearest road	both_sexes	435167
continuous	24010	Inverse distance to the nearest road	both_sexes	435167
continuous	24011	Traffic intensity on the nearest major road	both_sexes	435167
continuous	24012	Inverse distance to the nearest major road	both_sexes	435167
continuous	24013	Total traffic load on major roads	both_sexes	435167
continuous	24015	Sum of road length of major roads within 100m	both_sexes	435167
continuous	24016	Nitrogen dioxide air pollution; 2005	both_sexes	435167
continuous	24017	Nitrogen dioxide air pollution; 2006	both_sexes	435167
continuous	24018	Nitrogen dioxide air pollution; 2007	both_sexes	435167
continuous	24019	Particulate matter air pollution (pm10); 2007	both_sexes	434165
continuous	24020	Average daytime sound level of noise pollution	both_sexes	435167
continuous	24021	Average evening sound level of noise pollution	both_sexes	435167
continuous	24022	Average night-time sound level of noise pollution	both_sexes	435167
continuous	24023	Average 16-hour sound level of noise pollution	both_sexes	435167
continuous	24024	Average 24-hour sound level of noise pollution	both_sexes	435167
continuous	2405	Number of children fathered	both_sexes	200604
continuous	2624	Frequency of heavy DIY in last 4 weeks	both_sexes	172132
continuous	2634	Duration of heavy DIY	both_sexes	170447
continuous	2684	Years since last breast cancer screening / mammogram	both_sexes	141047
continuous	2704	Years since last cervical smear test	both_sexes	182642
continuous	2714	Age when periods started (menarche)	both_sexes	231373
continuous	2744	Birth weight of first child	both_sexes	190857
continuous	2754	Age at first live birth	both_sexes	162699
continuous	2764	Age at last live birth	both_sexes	162379
continuous	2794	Age started oral contraceptive pill	both_sexes	186372
continuous	2804	Age when last used oral contraceptive pill	both_sexes	168812
continuous	2824	Age at hysterectomy	both_sexes	43961
continuous	2867	Age started smoking in former smokers	both_sexes	105977
continuous	2887	Number of cigarettes previously smoked daily	both_sexes	100032
continuous	2897	Age stopped smoking	both_sexes	105748
continuous	2926	Number of unsuccessful stop-smoking attempts	both_sexes	96653
continuous	2936	Likelihood of resuming smoking	both_sexes	103308
continuous	2946	Father's age	both_sexes	99419
continuous	2966	Age high blood pressure diagnosed	both_sexes	106692
continuous	2976	Age diabetes diagnosed	both_sexes	21245
continuous	30000	White blood cell (leukocyte) count	both_sexes	427933
continuous	30010	Red blood cell (erythrocyte) count	both_sexes	427938
continuous	30020	Haemoglobin concentration	both_sexes	427937
continuous	30030	Haematocrit percentage	both_sexes	427938
continuous	30040	Mean corpuscular volume	both_sexes	427936
continuous	30050	Mean corpuscular haemoglobin	both_sexes	427935
continuous	30060	Mean corpuscular haemoglobin concentration	both_sexes	427943
continuous	30070	Red blood cell (erythrocyte) distribution width	both_sexes	427936
continuous	30080	Platelet count	both_sexes	427935
continuous	30090	Platelet crit	both_sexes	427931
continuous	30100	Mean platelet (thrombocyte) volume	both_sexes	427930
continuous	30110	Platelet distribution width	both_sexes	427930
continuous	30120	Lymphocyte count	both_sexes	427154
continuous	30130	Monocyte count	both_sexes	427154
continuous	30140	Neutrophill count	both_sexes	427154
continuous	30150	Eosinophill count	both_sexes	427154
continuous	30160	Basophill count	both_sexes	426217
continuous	30170	Nucleated red blood cell count	both_sexes	6262
continuous	30180	Lymphocyte percentage	both_sexes	427171
continuous	30190	Monocyte percentage	both_sexes	427159
continuous	30200	Neutrophill percentage	both_sexes	427171
continuous	30210	Eosinophill percentage	both_sexes	427159
continuous	30220	Basophill percentage	both_sexes	427171
continuous	30230	Nucleated red blood cell percentage	both_sexes	6262
continuous	30240	Reticulocyte percentage	both_sexes	420793
continuous	30250	Reticulocyte count	both_sexes	420794
continuous	30260	Mean reticulocyte volume	both_sexes	420792
continuous	30270	Mean sphered cell volume	both_sexes	420794
continuous	30280	Immature reticulocyte fraction	both_sexes	420792
continuous	30290	High light scatter reticulocyte percentage	both_sexes	419868
continuous	30300	High light scatter reticulocyte count	both_sexes	419868
continuous	30500	Microalbumin in urine	both_sexes	134651
continuous	30510	Creatinine (enzymatic) in urine	both_sexes	428416
continuous	30520	Potassium in urine	both_sexes	427508
continuous	30530	Sodium in urine	both_sexes	427512
continuous	3062	Forced vital capacity (FVC)	both_sexes	401479
continuous	3063	Forced expiratory volume in 1-second (FEV1)	both_sexes	401479
continuous	3064	Peak expiratory flow (PEF)	both_sexes	402369
continuous	3077	Seating box height	both_sexes	439689
continuous	3143	Ankle spacing width	both_sexes	250303
continuous	3144	Heel Broadband ultrasound attenuation, direct entry	both_sexes	250282
continuous	3147	Heel quantitative ultrasound index (QUI), direct entry	both_sexes	250298
continuous	3148	Heel bone mineral density (BMD)	both_sexes	250178
continuous	3160	Weight, manual entry	both_sexes	6335
continuous	34	Year of birth	both_sexes	441331
continuous	3426	Job involves night shift work	both_sexes	42907
continuous	3436	Age started smoking in current smokers	both_sexes	33327
continuous	3456	Number of cigarettes currently smoked daily (current cigarette smokers)	both_sexes	30471
continuous	3466	Time from waking to first cigarette	both_sexes	31084
continuous	3476	Difficulty not smoking for 1 day	both_sexes	31183
continuous	3486	Ever tried to stop smoking	both_sexes	33534
continuous	3496	Wants to stop smoking	both_sexes	32579
continuous	3506	Smoking compared to 10 years previous	both_sexes	33164
continuous	3526	Mother's age at death	both_sexes	257748
continuous	3536	Age started hormone-replacement therapy (HRT)	both_sexes	82165
continuous	3546	Age last used hormone-replacement therapy (HRT)	both_sexes	68202
continuous	3581	Age at menopause (last menstrual period)	both_sexes	135945
continuous	3627	Age angina diagnosed	both_sexes	12698
continuous	3637	Frequency of other exercises in last 4 weeks	both_sexes	207449
continuous	3647	Duration of other exercises	both_sexes	207625
continuous	3659	Year immigrated to UK (United Kingdom)	both_sexes	29439
continuous	3669	Lifetime number of same-sex sexual partners	both_sexes	11273
continuous	3680	Age when last ate meat	both_sexes	17193
continuous	3710	Length of menstrual cycle	both_sexes	41152
continuous	3761	Age hay fever, rhinitis or eczema diagnosed	both_sexes	87769
continuous	3786	Age asthma diagnosed	both_sexes	44847
continuous	3809	Time since last prostate specific antigen (PSA) test	both_sexes	43191
continuous	3829	Number of stillbirths	both_sexes	75307
continuous	3839	Number of spontaneous miscarriages	both_sexes	75134
continuous	3849	Number of pregnancy terminations	both_sexes	74800
