phenocode	phenotype	category	num_cases	num_controls
N14_PYELONEPHR	Acute tubulo-interstitial nephritis	XIV Diseases of the genitourinary system (N14_)	33228	447142
N14_RAPIDPROGNEPHRITIC	Rapidly progressive nephritic syndrome	XIV Diseases of the genitourinary system (N14_)	77	492922
N14_RECURANDPERHEAMATUR	Recurrent and persistent haematuria	XIV Diseases of the genitourinary system (N14_)	285	492922
N14_RENALCOLNAS	Unspecified renal colic	XIV Diseases of the genitourinary system (N14_)	207	486185
N14_RENALTUB	Renal tubulo-interstitial diseases	XIV Diseases of the genitourinary system (N14_)	53206	447142
N14_RENALTUBULOINOTH	Renal tubulo-interstitial disorders in diseases classified elsewhere	XIV Diseases of the genitourinary system (N14_)	328	447142
N14_RENALTUBULOOTH	Other renal tubulo-interstitial diseases	XIV Diseases of the genitourinary system (N14_)	874	447142
N14_RENFAIL	Renal failure	XIV Diseases of the genitourinary system (N14_)	19900	480448
N14_RENFAILNAS	Unspecified kidney failure	XIV Diseases of the genitourinary system (N14_)	3743	480448
N14_SALPHOOPH	Salpingitis and oophoritis	XIV Diseases of the genitourinary system (N14_)	7538	250564
N14_SMALLKIDNEY	Small kidney of unknown cause	XIV Diseases of the genitourinary system (N14_)	78	495511
N14_SPERMATOCELE	Spermatocele	XIV Diseases of the genitourinary system (N14_)	3014	153573
N14_TORSIOTEST	Torsion of testis	XIV Diseases of the genitourinary system (N14_)	778	153573
N14_TUBULOINTNEPHRNAS	Tubulo-interstitial nephritis, not specified as acute or chronic	XIV Diseases of the genitourinary system (N14_)	2844	447142
N14_ULCERVAGVUL	Ulcer of vagina/vulva	XIV Diseases of the genitourinary system (N14_)	868	250564
N14_UNSPECKIDCONTR	Unspecified contracted kidney	XIV Diseases of the genitourinary system (N14_)	193	495511
N14_URETHRALSTRICT	Urethral stricture	XIV Diseases of the genitourinary system (N14_)	2132	403328
N14_URETHRAOTH	Other disorders of urethra and urinary system	XIV Diseases of the genitourinary system (N14_)	46125	403328
N14_URETHRITISANDURSYNDR	Urethritis and urethral syndrome	XIV Diseases of the genitourinary system (N14_)	815	403328
N14_URINOTH	Other diseases of urinary system	XIV Diseases of the genitourinary system (N14_)	97020	403328
N14_UTER_POLYP	Uterine polyps	XIV Diseases of the genitourinary system (N14_)	3935	130160
N14_VAGINAL_DYSPLASIA_ALL	All dysplastic lesions of the vagina	XIV Diseases of the genitourinary system (N14_)	915	281149
N14_VAGINAL_HSIL	HSIL lesion of the vagina	XIV Diseases of the genitourinary system (N14_)	468	281596
N14_VAGINAL_LSIL	LSIL lesion of the vagina	XIV Diseases of the genitourinary system (N14_)	499	281565
N14_VAGINITIS	Vaginitis/vulvovaginitis/vulvitis/abscess of vulva	XIV Diseases of the genitourinary system (N14_)	7279	250564
N14_VULVAL_DYSPLASIA_ALL	All dysplastic lesions of the vulva	XIV Diseases of the genitourinary system (N14_)	1554	280510
N14_VULVAL_DYSPLASIA_NOS	Dysplastic lesion of the vulva of unknown severity	XIV Diseases of the genitourinary system (N14_)	52	282012
N14_VULVAL_HSIL	HSIL lesion of the vulva	XIV Diseases of the genitourinary system (N14_)	563	281501
N14_VULVAL_LSIL	LSIL lesion of the vulva	XIV Diseases of the genitourinary system (N14_)	1047	281017
N14_VULVOVAGINFINOTH	Vulvovaginal ulceration/inflammation in other diseases	XIV Diseases of the genitourinary system (N14_)	2320	250564
NAFLD	Nonalcoholic fatty liver disease	Gastrointestinal endpoints	3504	496844
NASH	Nonalcoholic steatohepatitis	Gastrointestinal endpoints	254	500094
NECROVASC_FG	Other necrotizing vasculopathies (FG)	Rheuma endpoints	2250	374317
NEPHROP_INDUCED_OTHER_DRUGS_MEDICAM_BIOLO_SUBST	Nephropathy induced by other drugs, medicaments and biological substances	XIV Diseases of the genitourinary system (N14_)	56	500292
NEURODEGOTH	Other degenerative diseases of the nervous system	Comorbidities of Gastrointestinal endpoints	19083	272129
NIV	Non-invasive ventilation	Interstitial lung disease endpoints	10936	211497
NONALLERG_ASTHMA_EXMORE	Non-allergic asthma (mode) (more control exclusions)	Asthma and related endpoints	9758	259839
O15_ABORT_FAILED	Failed attempted abortion	XV Pregnancy, childbirth and the puerperium (O15_)	453	199279
O15_ABORT_MEDICAL	Medical abortion	XV Pregnancy, childbirth and the puerperium (O15_)	48485	199279
O15_ABORT_OTHER	Other abortion	XV Pregnancy, childbirth and the puerperium (O15_)	301	199279
O15_ABORT_SPONTAN	Spontaneous abortion	XV Pregnancy, childbirth and the puerperium (O15_)	23167	199279
O15_ABORT_UNS	Unspecified abortion	XV Pregnancy, childbirth and the puerperium (O15_)	1965	199279
O15_AMNIOT_OTHER	Other disorders of amniotic fluid and membranes	XV Pregnancy, childbirth and the puerperium (O15_)	6066	221186
O15_ANTENAT_ABNORM	Abnormal findings on antenatal screening of mother	XV Pregnancy, childbirth and the puerperium (O15_)	3609	237906
O15_ANTEPART_HAEM_NAS	Antepartum haemorrhage, not elsewhere classified	XV Pregnancy, childbirth and the puerperium (O15_)	3627	221186
O15_BIRTH_BREAT_INFECT	Infections of breast associated with childbirth	XV Pregnancy, childbirth and the puerperium (O15_)	1398	270228
O15_BREAST_LACT_OTHER_DIS	Other disorders of breast and lactation associated with childbirth	XV Pregnancy, childbirth and the puerperium (O15_)	652	270228
O15_COMPLIC_ABORT_ECTOP_MOLAR	Complications following abortion and ectopic and molar pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	1274	199279
O15_COMPLIC_LAB_DELIV	Complications of labour and delivery	XV Pregnancy, childbirth and the puerperium (O15_)	67139	214925
O15_COMPLIC_PUERP	Complications predominantly related to the puerperium	XV Pregnancy, childbirth and the puerperium (O15_)	11836	270228
O15_CONCEPT_ABNORM	Other abnormal products of conception	XV Pregnancy, childbirth and the puerperium (O15_)	16633	199279
O15_DELIV_CAESAR	Single delivery by caesarean section	XV Pregnancy, childbirth and the puerperium (O15_)	18567	119890
O15_DELIV_FORCEP_VAC	Single delivery by forceps and vacuum extractor	XV Pregnancy, childbirth and the puerperium (O15_)	11333	119890
O15_DELIV_MULTIP	Multiple delivery	XV Pregnancy, childbirth and the puerperium (O15_)	3271	119890
O15_DELIV_OTHER_ASSIST	Other assisted single delivery	XV Pregnancy, childbirth and the puerperium (O15_)	628	119890
O15_DELIV_PERIN_LACER	Perineal laceration during delivery	XV Pregnancy, childbirth and the puerperium (O15_)	7500	214925
O15_DELIV_SPONT	Single spontaneous delivery	XV Pregnancy, childbirth and the puerperium (O15_)	144966	119890
O15_ECLAMPSIA	Eclampsia	XV Pregnancy, childbirth and the puerperium (O15_)	88	259313
O15_EXCESS_VOMIT_PREG	Excessive vomiting in pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	3329	237906
O15_EXIST_HYPERT_COMPLIC	Pre-existing hypertension complicating pregnancy, childbirth and the puerperium	XV Pregnancy, childbirth and the puerperium (O15_)	3174	259313
O15_FAILED_INDUCT	Failed induction of labour	XV Pregnancy, childbirth and the puerperium (O15_)	2255	214925
O15_FALSE_LAB	False labour	XV Pregnancy, childbirth and the puerperium (O15_)	21029	221186
O15_GESTAT_HYPERT	Gestational [pregnancy-induced] hypertension	XV Pregnancy, childbirth and the puerperium (O15_)	12050	259313
O15_GESTAT_OEDEM_PREINUR	Gestational [pregnancy-induced] oedema and proteinuria without hypertension	XV Pregnancy, childbirth and the puerperium (O15_)	3491	259313
O15_HAEMORRH_EARLY_PREG	Haemorrhage in early pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	13013	237906
O15_HYPTENSPREG	Pregnancy hypertension	XV Pregnancy, childbirth and the puerperium (O15_)	20405	261659
O15_ICP_EXMORE	Intrahepatic Cholestasis of Pregnancy (ICP)  (more control exclusions)	XV Pregnancy, childbirth and the puerperium (O15_)	2853	177289
O15_ICP_WIDE	Intrahepatic Cholestasis of Pregnancy (ICP) , incl. ICD-8	XV Pregnancy, childbirth and the puerperium (O15_)	3482	278582
O15_ICP_WIDE_EXMORE	Intrahepatic Cholestasis of Pregnancy (ICP) , incl. ICD-8 (more control exclusio	XV Pregnancy, childbirth and the puerperium (O15_)	3482	176660
O15_LABOUR_ABNORM_FORCES	Abnormalities of forces of labour	XV Pregnancy, childbirth and the puerperium (O15_)	4378	214925
O15_LABOUR_ANEST_COMPLIC	Complications of anaesthesia during labour and delivery	XV Pregnancy, childbirth and the puerperium (O15_)	137	214925
O15_LABOUR_FETAL_STRESS	Labour and delivery complicated by fetal stress [distress]	XV Pregnancy, childbirth and the puerperium (O15_)	12168	214925
O15_LABOUR_INTRAPART_HAEMORRH	Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classi	XV Pregnancy, childbirth and the puerperium (O15_)	1896	214925
O15_LABOUR_LONG	Long labour	XV Pregnancy, childbirth and the puerperium (O15_)	11260	214925
O15_LABOUR_MALPOS	Obstructed labour due to malposition and malpresentation of fetus	XV Pregnancy, childbirth and the puerperium (O15_)	10484	214925
O15_LABOUR_OBSTR_OTHER	Other obstructed labour	XV Pregnancy, childbirth and the puerperium (O15_)	3047	214925
O15_LABOUR_OTHER	Other complications of labour and delivery, not elsewhere classified	XV Pregnancy, childbirth and the puerperium (O15_)	4944	214925
O15_LABOUR_PELVIC_ABNORM	Obstructed labour due to maternal pelvic abnormality	XV Pregnancy, childbirth and the puerperium (O15_)	6313	214925
O15_LABOUR_UMBILICAL	Labour and delivery complicated by umbilical cord complications	XV Pregnancy, childbirth and the puerperium (O15_)	1975	214925
O15_MATERN_CARE	Maternal care related to the fetus and amniotic cavity and possible delivery pro	XV Pregnancy, childbirth and the puerperium (O15_)	60878	221186
O15_MATERN_CARE_CERVICAL_INCOMPETENCE	Maternal care for cervical incompetence	XV Pregnancy, childbirth and the puerperium (O15_)	1428	268921
O15_MATERN_CARE_DISPROP	Maternal care for known or suspected disproportion	XV Pregnancy, childbirth and the puerperium (O15_)	1736	221186
O15_MATERN_CARE_FETAL_ABNORM	Maternal care for known or suspected fetal abnormality and damage	XV Pregnancy, childbirth and the puerperium (O15_)	7051	221186
O15_MATERN_CARE_OTHER	Maternal care for other known or suspected fetal problems	XV Pregnancy, childbirth and the puerperium (O15_)	14538	221186
O15_MATERN_CARE_PELVIC_ABNORM	Maternal care for known or suspected abnormality of pelvic organs	XV Pregnancy, childbirth and the puerperium (O15_)	13143	221186
O15_MATERN_HYPERT_UNS	Unspecified maternal hypertension	XV Pregnancy, childbirth and the puerperium (O15_)	426	259313
O15_MATERN_INFECT_ELSEWHERE	Maternal infectious and parasitic diseases classifiable elsewhere but complicati	XV Pregnancy, childbirth and the puerperium (O15_)	743	263245
O15_MAT_CARE_MALPRESENT	Maternal care for known or suspected malpresentation of fetus	XV Pregnancy, childbirth and the puerperium (O15_)	8714	221186
O15_MEMBR_PREMAT_RUPT	Premature rupture of membranes	XV Pregnancy, childbirth and the puerperium (O15_)	10408	221186
O15_MULTIP_GEST	Multiple gestation	XV Pregnancy, childbirth and the puerperium (O15_)	3921	221186
O15_MULTIP_GEST_COMPLIC	Complications specific to multiple gestation	XV Pregnancy, childbirth and the puerperium (O15_)	144	221186
O15_OBSTET_TRAUMA_OTHER	Other obstetric trauma	XV Pregnancy, childbirth and the puerperium (O15_)	2104	214925
O15_OTHER_MATERN_DIS_ELSEWHERE	Other maternal diseases classifiable elsewhere but complicating pregnancy, child	XV Pregnancy, childbirth and the puerperium (O15_)	18286	263245
O15_PLAC_DISORD	Placental disorders	XV Pregnancy, childbirth and the puerperium (O15_)	333	221186
O15_PLAC_PRAEVIA	Placenta praevia	XV Pregnancy, childbirth and the puerperium (O15_)	1815	221186
O15_PLAC_PREMAT_SEPAR	Premature separation of placenta [abruptio placentae]	XV Pregnancy, childbirth and the puerperium (O15_)	875	221186
O15_POLYHYDR	Polyhydramnios	XV Pregnancy, childbirth and the puerperium (O15_)	1811	221186
O15_POOR_FETGRO	Poor fetal growth	XV Pregnancy, childbirth and the puerperium (O15_)	5315	276749
O15_POSTPART_HAEMORRH_ANATOMY	Postpartum haemorrhage due to anatomy	XV Pregnancy, childbirth and the puerperium (O15_)	4372	202676
O15_POSTPART_HAEMORRH_PLACENTA	Postpartum haemorrhage due to retained placenta	XV Pregnancy, childbirth and the puerperium (O15_)	5306	201742
O15_POSTPART_HEAMORRH_ALLW	Postpartum haemorrhage	XV Pregnancy, childbirth and the puerperium (O15_)	11734	270330
O15_PREECLAMPS	Pre-eclampsia	XV Pregnancy, childbirth and the puerperium (O15_)	9023	259313
O15_PREECLAMPS_CHRONIC_HYPERT	Pre-eclampsia superimposed on chronic hypertension	XV Pregnancy, childbirth and the puerperium (O15_)	204	259313
O15_PREEC_OR_FETGRO	Pre-eclampsia or poor fetal growth	XV Pregnancy, childbirth and the puerperium (O15_)	14303	267761
O15_PREG_ABORT	Pregnancy with abortive outcome	XV Pregnancy, childbirth and the puerperium (O15_)	82785	199279
O15_PREG_ANESTH_COMPL	Complications of anaesthesia during pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	78	237906
O15_PREG_ECTOP	Ectopic pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	7586	199279
O15_PREG_GU_INFECT	Infections of genitourinary tract in pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	4028	237906
O15_PREG_HYDAT	Hydatidiform mole	XV Pregnancy, childbirth and the puerperium (O15_)	524	199279
O15_PREG_MATERN_CARE	Maternal care for other conditions predominantly related to pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	9628	237906
O15_PREG_OTHER_MAT_DISORD	Other maternal disorders predominantly related to pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	44158	237906
O15_PREG_PROLONGED	Prolonged pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	7049	221186
O15_PREG_VENOUS_HAEMORRH	Venous complications and haemorrhoids in pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	685	237906
O15_PRETERM	Preterm labour and delivery	XV Pregnancy, childbirth and the puerperium (O15_)	11405	214925
O15_PRE_OR_ECLAMPSIA	Pre-eclampsia or eclampsia	XV Pregnancy, childbirth and the puerperium (O15_)	9717	259181
O15_PUERP_ANEST_COMPL	Complications of anaesthesia during the puerperium	XV Pregnancy, childbirth and the puerperium (O15_)	125	270228
O15_PUERP_COMPL_NAS	Complications of the puerperium, not elsewhere classified	XV Pregnancy, childbirth and the puerperium (O15_)	1576	270228
O15_PUERP_INFECT_OTHER	Other puerperal infections	XV Pregnancy, childbirth and the puerperium (O15_)	3168	270228
O15_PUERP_SEPSIS	Puerperal sepsis	XV Pregnancy, childbirth and the puerperium (O15_)	5246	270228
O15_RETAINED_PLAC_MEMB_NO_HEAMORRH	Retained placenta and membranes, without haemorrhage	XV Pregnancy, childbirth and the puerperium (O15_)	4995	214925
O15_TWIN_GEST	Twin gestation	XV Pregnancy, childbirth and the puerperium (O15_)	3795	221186
O15_VENOUS_COMPLIC	Venous complications and haemorrhoids in the puerperium	XV Pregnancy, childbirth and the puerperium (O15_)	389	270228
OFFICIAL_TILASTOKESKUS_DEATH	Alcohol related diseases, tilastokeskus definition, death only	Alcohol related diseases	2900	497448
OSTEON_DRUGS	Osteonecrosis due to drugs	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	377	499971
OSTEOPOROSIS_FRACTURE_FG	Osteoporosis with pathological fracture (FG)	Rheuma endpoints	2429	374317
OSTPOPATFRACTURE	Drug-induced osteoporosis with pathological fracture	Rheuma endpoints	494	497919
OSTPOPATFRCTURE_POSTEMENO	Postmenopausal osteoporosis with pathological fracture	Rheuma endpoints	2001	279785
OTHER_DRUGADVERS_SECONDA_PARKINSONI	Other drug-induced secondary parkinsonism	VI Diseases of the nervous system (G6_)	303	500045
OTHER_SYSTCON_FG	Other systemic involvement of connective tissue (FG)	Rheuma endpoints	12032	374317
P16_BACTERIAL_SEPSIS_NEWBO	Bacterial sepsis of newborn	XVI Certain conditions originating in the perinatal period (P16_)	203	499933
P16_BIRTHINJY_PERIP_NERVOUS_SYSTEM	Birth injury to peripheral nervous system	XVI Certain conditions originating in the perinatal period (P16_)	107	500131
P16_BIRTH_ASPHYXIA	Birth asphyxia	XVI Certain conditions originating in the perinatal period (P16_)	190	499476
P16_BIRTH_TRAUMA	Birth trauma	XVI Certain conditions originating in the perinatal period (P16_)	217	500131
P16_CARDIOV_DISORD_ORIGINA_PERINA_PERIOD	Cardiovascular disorders originating in the perinatal period	XVI Certain conditions originating in the perinatal period (P16_)	120	499476
P16_CHRONIC_RESPI_DISEA_ORIGINA_PERINA_PERIOD	Chronic respiratory disease originating in the perinatal period	XVI Certain conditions originating in the perinatal period (P16_)	69	499476
P16_DISORD_MUSCLE_TONE_NEWBO	Disorders of muscle tone of newborn	XVI Certain conditions originating in the perinatal period (P16_)	56	500002
P16_DISORD_RELATED_GESTATION_LOW_BIRTHWGHTT_NECIFIED	Disorders related to short gestation and low birth weight, not elsewhere classif	XVI Certain conditions originating in the perinatal period (P16_)	782	499424
P16_DISORD_RELATED_LONG_GESTATION_HIGH_BIRTHWGHTT	Disorders related to long gestation and high birth weight	XVI Certain conditions originating in the perinatal period (P16_)	91	499424
P16_FEEDI_PROBL_NEWBO	Feeding problems of newborn	XVI Certain conditions originating in the perinatal period (P16_)	151	500002
P16_FETAL_DEATH_UNSP_CAUSE	Fetal death of unspecified cause	XVI Certain conditions originating in the perinatal period (P16_)	60	500002
P16_FET_NEWB_COMPLICATIO_PLACEN_CORD_MEMBRANES	Fetus and newborn affected by complications of placenta, cord and membranes	XVI Certain conditions originating in the perinatal period (P16_)	54	499887
P16_FET_NEWB_MATERN_COMPLICATIO_PREGNAC	Fetus and newborn affected by maternal complications of pregnancy	XVI Certain conditions originating in the perinatal period (P16_)	205	499887
P16_FET_NEWB_MATERN_COND_UNREL_PRESENT_PREGNAC	Fetus and newborn affected by maternal conditions that may be unrelated to prese	XVI Certain conditions originating in the perinatal period (P16_)	133	499887
P16_FET_NEWB_MATERN_FACTO_COMPLICATIO_PREGNAC_LABOUR_DELIV	Fetus and newborn affected by maternal factors and by complications of pregnancy	XVI Certain conditions originating in the perinatal period (P16_)	461	499887
P16_FET_NEWB_OTH_COMPLICATIO_LABOUR_DELIV	Fetus and newborn affected by other complications of labour and delivery	XVI Certain conditions originating in the perinatal period (P16_)	79	499887
P16_INFECTIONS_SPECIFIC_PERINA_PERIOD	Infections specific to the perinatal period	XVI Certain conditions originating in the perinatal period (P16_)	415	499933
P16_INTERSTITIAL_EMPHY_RELATED_COND_ORIGINA_PERINA_PERIOD	Interstitial emphysema and related conditions originating in the perinatal perio	XVI Certain conditions originating in the perinatal period (P16_)	52	499476
P16_NEONTAL_JAUND_OTH_UNSP_CAUSES	Neonatal jaundice from other and unspecified causes	XVI Certain conditions originating in the perinatal period (P16_)	499	499688
P16_OTH_DISORD_ORIGINA_PERINA_PERIOD	Other disorders originating in the perinatal period	XVI Certain conditions originating in the perinatal period (P16_)	346	500002
P16_OTH_INFECTIONS_SPECIFIC_PERINA_PERIOD	Other infections specific to the perinatal period	XVI Certain conditions originating in the perinatal period (P16_)	201	499933
P16_OTH_PERINA_HAEMATOL_DISORD	Other perinatal haematological disorders	XVI Certain conditions originating in the perinatal period (P16_)	55	499688
P16_RESPI_CARDIOV_DISORD_SPECIFIC_PERINA_PERIOD	Respiratory and cardiovascular disorders specific to the perinatal period	XVI Certain conditions originating in the perinatal period (P16_)	872	499476
P16_RESPI_DISTR_NEWBO	Respiratory distress of newborn	XVI Certain conditions originating in the perinatal period (P16_)	498	499476
P16_SLOW_FETAL_GROWTH_FETAL_MALNUTRITION	Slow fetal growth and fetal malnutrition	XVI Certain conditions originating in the perinatal period (P16_)	200	499424
P16_TRANSITO_DISORD_CARBOH_METABOLISM_SPECIFIC_FETUS_NEWBO	Transitory disorders of carbohydrate metabolism specific to fetus and newborn	XVI Certain conditions originating in the perinatal period (P16_)	471	499865
PAIN	Pain (limb, back, neck, head abdominally)	Miscellaneous, not yet classified endpoints	237944	261418
PD2ND_EXMORE	Secondary parkinsonism (more control exclusions)	Neurological endpoints	946	216760
PD_DEMENTIA_EXMORE	Dementia due to Parkinson's disease (more control exclusions)	Neurological endpoints	755	216760
PHANTOMLIMB	Phantom limb syndrome with pain	VI Diseases of the nervous system (G6_)	91	262404
PHLEBI_THROMBOP_LOWER_EXTREMITI_UNSPE	Phlebitis and thrombophlebitis of lower extremities, unspecified, drug-induced	IX Diseases of the circulatory system (I9_)	306	500042
PHLEBI_THROMBOP_OTHER_DEEP_VESSE_LOWER_EXTREMITI	Phlebitis and thrombophlebitis of other deep vessels of lower extremities, drug-	IX Diseases of the circulatory system (I9_)	112	500236
PHLEBI_THROMBOP_SUPERF_VESSE_LOWER_EXTREMITI	Phlebitis and thrombophlebitis of superficial vessels of lower extremities, drug	IX Diseases of the circulatory system (I9_)	101	500247
PNEUMO_SEPTHICHE	Pneumococcal septicemia	Asthma and related endpoints	1167	499120
POLLENALLERG	Pollen allergy	Comorbidities of Asthma	8776	487439
POLYCYTVERA	Polycythaemia vera	Other, not yet classified endpoints (same as #MISC)	1205	378022
PRIM_COXARTHROSIS	Primary coxarthrosis, bilateral	Rheuma endpoints	11863	469546
PRIM_KNEEARTHROSIS	Primary gonarthrosis, bilateral	Rheuma endpoints	23582	438992
PSORI_STRICT	Psoriasis (vulgaris), strict definition	XII Diseases of the skin and subcutaneous tissue (L12_)	1147	482181
PULM_INFECTIONS	COPD/asthma/ILD related infections	Interstitial lung disease endpoints	162180	338168
Q17_ANKYLOGLOSSIA	Ankyloglossia	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	594	499754
Q17_APVR	Abnormal pulmonary venous return	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	87	500261
Q17_ASD	Atrial septal defect	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	1409	494430
Q17_AVSD	Atrioventricular septal defect	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	137	500211
Q17_BICUSP_AORTIC_VALVE	Bicuspidal aortic valve syndrome	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	1261	494430
Q17_CHROMOSOMAL_ABNORMALITI_NOT_ELSEW_CLASSIFIED	Chromosomal abnormalities, not elsewhere classified	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	646	499702
Q17_CLEFT_AND_CARIES	Caries in Clefts patients	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	359	499989
Q17_CLEFT_HARD_PALATE_NOS	Cleft hard palate NOS	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	176	499451
Q17_CLEFT_LIP	Cleft lip	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	110	499746
Q17_CLEFT_LIP_CLEFT_PALATE	Cleft lip, lip and palate or palate	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	600	499748
Q17_CLEFT_LIP_OR_LIP_AND_PALATE	Cleft lip and cleft lip and palate	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	270	499357
Q17_CLEFT_PALATE	Cleft palate	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	388	499748
Q17_COMPLEX_CARD_DEFEC	Complex cardiac defects	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	205	500143
Q17_CONGEN_ABSENCE_ATRES_STENO_LARGE_INTESTINE	Congenital absence, atresia and stenosis of large intestine	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	50	498691
Q17_CONGEN_DEFORMITI_FEET	Congenital deformities of feet	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	937	496702
Q17_CONGEN_DEFORMITI_HIP	Congenital deformities of hip	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	671	496702
Q17_CONGEN_HYDROCEPHALUS	Congenital hydrocephalus	Neurological endpoints	143	499525
Q17_CONGEN_ICHTHYOSIS	Congenital ichthyosis	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	110	496855
Q17_CONGEN_LENS_MALFO	Congenital lens malformations	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	171	497731
Q17_CONGEN_MALFO_ANTER_SEGMENT_EYE	Congenital malformations of anterior segment of eye	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	280	497731
Q17_CONGEN_MALFO_BILI	Congenital malformation of biliary tract	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	89	500259
Q17_CONGEN_MALFO_BREAST	Congenital malformations of breast	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	620	496855
Q17_CONGEN_MALFO_CARDIAC_CHAMB_CONNECTIO	Congenital malformations of cardiac chambers and connections	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	214	494430
Q17_CONGEN_MALFO_CIRCULATO_SYSTEM	Congenital malformations of the circulatory system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	5918	494430
Q17_CONGEN_MALFO_DEFORMAT_MUSCULOS_SYSTEM	Congenital malformations and deformations of the musculoskeletal system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	3646	496702
Q17_CONGEN_MALFO_EAR_CAUSI_IMPAIRM_HEARING	Congenital malformations of ear causing impairment of hearing	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	128	497731
Q17_CONGEN_MALFO_EYELID_LACRIMAL_APPARA_ORBIT	Congenital malformations of eyelid, lacrimal apparatus and orbit	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	320	497731
Q17_CONGEN_MALFO_EYE_EAR_FACE_NECK	Congenital malformations of eye, ear, face and neck	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	2617	497731
Q17_CONGEN_MALFO_GALLB_BILE_DUCTS_LIVER	Congenital malformations of gallbladder, bile ducts and liver	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	315	498691
Q17_CONGEN_MALFO_GENITAL_ORGANS	Congenital malformations of genital organs	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	3957	496391
Q17_CONGEN_MALFO_GREAT_ARTERIES	Congenital malformations of great arteries	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	750	494430
Q17_CONGEN_MALFO_GREAT_VEINS	Congenital malformations of great veins	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	102	494430
Q17_CONGEN_MALFO_LARYNX	Congenital malformations of larynx	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	98	499763
Q17_CONGEN_MALFO_LUNG	Congenital malformations of lung	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	84	499763
Q17_CONGEN_MALFO_MUSCULOS_SYSTEM_NOT_ELSEW_CLASSIFIED	Congenital malformations of the musculoskeletal system, not elsewhere classified	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	526	496702
Q17_CONGEN_MALFO_NERVOUS_SYSTEM	Congenital malformations of the nervous system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	823	499525
Q17_CONGEN_MALFO_NOSE	Congenital malformations of nose	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	56	499763
Q17_CONGEN_MALFO_OESOPHAGUS	Congenital malformations of oesophagus	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	161	498691
Q17_CONGEN_MALFO_OVARIES_FALLOP_TUBES_BROAD_LIGAM	Congenital malformations of ovaries, fallopian tubes and broad ligaments	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	2215	278792
Q17_CONGEN_MALFO_POSTERI_SEGMENT_EYE	Congenital malformations of posterior segment of eye	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	171	497731
Q17_CONGEN_MALFO_PULMONARY_TRICU_VALVES	Congenital malformations of pulmonary and tricuspid valves	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	257	494430
