pgs_id	name	trait	n_variants	ftp_scoring_file
PGS000459	PRSWEB_PHECODE172.21_GWAS-Catalog-r2019-05-03-X172.21_PT_UKB	Basal cell carcinoma	24	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000459/ScoringFiles/PGS000459.txt.gz
PGS000460	PRSWEB_PHECODE172.22_20001-1062_LASSOSUM_MGI_20200608	Squamous cell carcinoma	4279140	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000460/ScoringFiles/PGS000460.txt.gz
PGS000461	PRSWEB_PHECODE172.22_GWAS-Catalog-r2019-05-03-X172.22_P_5e-0	Squamous cell carcinoma	13	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000461/ScoringFiles/PGS000461.txt.gz
PGS000462	PRSWEB_PHECODE172.22_GWAS-Catalog-r2019-05-03-X172.22_P_5e-0	Squamous cell carcinoma	13	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000462/ScoringFiles/PGS000462.txt.gz
PGS000463	PRSWEB_PHECODE172.22_GWAS-Catalog-r2019-05-03-X172.22_PT_MGI	Squamous cell carcinoma	7	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000463/ScoringFiles/PGS000463.txt.gz
PGS000464	PRSWEB_PHECODE172.22_GWAS-Catalog-r2019-05-03-X172.22_PT_UKB	Squamous cell carcinoma	14	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000464/ScoringFiles/PGS000464.txt.gz
PGS000465	PRSWEB_PHECODE172.22_cSCC-Chahal_P_5e-08_MGI_20200608	Squamous cell carcinoma	10	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000465/ScoringFiles/PGS000465.txt.gz
PGS000466	PRSWEB_PHECODE172.22_cSCC-Chahal_P_5e-08_UKB_20200608	Squamous cell carcinoma	10	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000466/ScoringFiles/PGS000466.txt.gz
PGS000467	PRSWEB_PHECODE172.22_cSCC-Chahal_PT_MGI_20200608	Squamous cell carcinoma	6	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000467/ScoringFiles/PGS000467.txt.gz
PGS000468	PRSWEB_PHECODE172.22_cSCC-Chahal_PT_UKB_20200608	Squamous cell carcinoma	9	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000468/ScoringFiles/PGS000468.txt.gz
PGS000469	PRSWEB_PHECODE172.3_UKBB-SAIGE-HRC-X172.3_PRS-CS_MGI_2020060	Carcinoma in situ of skin	1119238	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000469/ScoringFiles/PGS000469.txt.gz
PGS000470	PRSWEB_PHECODE172.3_UKBB-SAIGE-HRC-X172.3_PT_MGI_20200608	Carcinoma in situ of skin	5	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000470/ScoringFiles/PGS000470.txt.gz
PGS000471	PRSWEB_PHECODE172.3_UKBB-SAIGE-HRC-X172.3_LASSOSUM_MGI_20200	Carcinoma in situ of skin	7	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000471/ScoringFiles/PGS000471.txt.gz
PGS000472	PRSWEB_PHECODE174.1_20001-1002_P_5e-08_MGI_20200608	Breast cancer (female)	22	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000472/ScoringFiles/PGS000472.txt.gz
PGS000473	PRSWEB_PHECODE174.1_20001-1002_PRS-CS_MGI_20200608	Breast cancer (female)	1111495	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000473/ScoringFiles/PGS000473.txt.gz
PGS000474	PRSWEB_PHECODE174.1_20001-1002_PT_MGI_20200608	Breast cancer (female)	68	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000474/ScoringFiles/PGS000474.txt.gz
PGS000475	PRSWEB_PHECODE174.1_20001-1002_LASSOSUM_MGI_20200608	Breast cancer (female)	30041	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000475/ScoringFiles/PGS000475.txt.gz
PGS000476	PRSWEB_PHECODE174.1_C3-BREAST-3_P_5e-08_MGI_20200608	Breast cancer (female)	32	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000476/ScoringFiles/PGS000476.txt.gz
PGS000477	PRSWEB_PHECODE174.1_C3-BREAST-3_PRS-CS_MGI_20200608	Breast cancer (female)	1111495	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000477/ScoringFiles/PGS000477.txt.gz
PGS000478	PRSWEB_PHECODE174.1_C3-BREAST-3_PT_MGI_20200608	Breast cancer (female)	120	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000478/ScoringFiles/PGS000478.txt.gz
PGS000479	PRSWEB_PHECODE174.1_C3-BREAST-3_LASSOSUM_MGI_20200608	Breast cancer (female)	2267	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000479/ScoringFiles/PGS000479.txt.gz
PGS000480	PRSWEB_PHECODE174.1_C50_P_5e-08_MGI_20200608	Breast cancer (female)	20	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000480/ScoringFiles/PGS000480.txt.gz
PGS000481	PRSWEB_PHECODE174.1_C50_PRS-CS_MGI_20200608	Breast cancer (female)	1111495	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000481/ScoringFiles/PGS000481.txt.gz
PGS000482	PRSWEB_PHECODE174.1_C50_PT_MGI_20200608	Breast cancer (female)	42	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000482/ScoringFiles/PGS000482.txt.gz
PGS000483	PRSWEB_PHECODE174.1_C50_LASSOSUM_MGI_20200608	Breast cancer (female)	4047	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000483/ScoringFiles/PGS000483.txt.gz
PGS000484	PRSWEB_PHECODE174.1_D05_PT_MGI_20200608	Breast cancer (female)	25	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000484/ScoringFiles/PGS000484.txt.gz
PGS000485	PRSWEB_PHECODE174.1_GWAS-Catalog-r2019-05-03-X174.1_P_5e-08_	Breast cancer (female)	62	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000485/ScoringFiles/PGS000485.txt.gz
PGS000486	PRSWEB_PHECODE174.1_GWAS-Catalog-r2019-05-03-X174.1_P_5e-08_	Breast cancer (female)	86	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000486/ScoringFiles/PGS000486.txt.gz
PGS000487	PRSWEB_PHECODE174.1_GWAS-Catalog-r2019-05-03-X174.1_PT_MGI_2	Breast cancer (female)	62	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000487/ScoringFiles/PGS000487.txt.gz
PGS000488	PRSWEB_PHECODE174.1_GWAS-Catalog-r2019-05-03-X174.1_PT_UKB_2	Breast cancer (female)	79	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000488/ScoringFiles/PGS000488.txt.gz
PGS000489	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_P_5e-08_MGI_	Breast cancer (female)	49	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000489/ScoringFiles/PGS000489.txt.gz
PGS000490	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_P_5e-08_UKB_	Breast cancer (female)	49	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000490/ScoringFiles/PGS000490.txt.gz
PGS000491	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_PRS-CS_MGI_2	Breast cancer (female)	1119140	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000491/ScoringFiles/PGS000491.txt.gz
PGS000492	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_PRS-CS_UKB_2	Breast cancer (female)	1120410	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000492/ScoringFiles/PGS000492.txt.gz
PGS000493	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_PT_MGI_20200	Breast cancer (female)	217	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000493/ScoringFiles/PGS000493.txt.gz
PGS000494	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_PT_UKB_20200	Breast cancer (female)	49	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000494/ScoringFiles/PGS000494.txt.gz
PGS000495	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_LASSOSUM_MGI	Breast cancer (female)	18866	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000495/ScoringFiles/PGS000495.txt.gz
PGS000496	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_LASSOSUM_UKB	Breast cancer (female)	41744	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000496/ScoringFiles/PGS000496.txt.gz
PGS000497	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_P_5e-08_MGI_	Breast cancer (female)	257	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000497/ScoringFiles/PGS000497.txt.gz
PGS000498	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_P_5e-08_UKB_	Breast cancer (female)	257	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000498/ScoringFiles/PGS000498.txt.gz
PGS000499	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_PRS-CS_MGI_2	Breast cancer (female)	1119140	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000499/ScoringFiles/PGS000499.txt.gz
PGS000500	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_PRS-CS_UKB_2	Breast cancer (female)	1120410	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000500/ScoringFiles/PGS000500.txt.gz
PGS000501	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_PT_MGI_20200	Breast cancer (female)	1142	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000501/ScoringFiles/PGS000501.txt.gz
PGS000502	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_PT_UKB_20200	Breast cancer (female)	747	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000502/ScoringFiles/PGS000502.txt.gz
PGS000503	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_LASSOSUM_MGI	Breast cancer (female)	61635	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000503/ScoringFiles/PGS000503.txt.gz
PGS000504	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_LASSOSUM_UKB	Breast cancer (female)	148560	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000504/ScoringFiles/PGS000504.txt.gz
PGS000505	PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_P_5e-08_MGI_2020	Breast cancer (female)	334	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000505/ScoringFiles/PGS000505.txt.gz
PGS000506	PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_P_5e-08_UKB_2020	Breast cancer (female)	334	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000506/ScoringFiles/PGS000506.txt.gz
PGS000507	PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_PRS-CS_MGI_20200	Breast cancer (female)	1119140	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000507/ScoringFiles/PGS000507.txt.gz
PGS000508	PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_PRS-CS_UKB_20200	Breast cancer (female)	1120410	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000508/ScoringFiles/PGS000508.txt.gz
PGS000509	PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_PT_MGI_20200608	Breast cancer (female)	3038	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000509/ScoringFiles/PGS000509.txt.gz
PGS000510	PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_PT_UKB_20200608	Breast cancer (female)	1682	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000510/ScoringFiles/PGS000510.txt.gz
PGS000511	PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_LASSOSUM_MGI_202	Breast cancer (female)	118388	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000511/ScoringFiles/PGS000511.txt.gz
PGS000512	PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_LASSOSUM_UKB_202	Breast cancer (female)	286144	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000512/ScoringFiles/PGS000512.txt.gz
PGS000513	PRSWEB_PHECODE174.1_UKBB-SAIGE-HRC-X174.1_P_5e-08_MGI_202006	Breast cancer (female)	41	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000513/ScoringFiles/PGS000513.txt.gz
PGS000514	PRSWEB_PHECODE174.1_UKBB-SAIGE-HRC-X174.1_PRS-CS_MGI_2020060	Breast cancer (female)	1119237	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000514/ScoringFiles/PGS000514.txt.gz
PGS000515	PRSWEB_PHECODE174.1_UKBB-SAIGE-HRC-X174.1_PT_MGI_20200608	Breast cancer (female)	84	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000515/ScoringFiles/PGS000515.txt.gz
PGS000516	PRSWEB_PHECODE174.1_UKBB-SAIGE-HRC-X174.1_LASSOSUM_MGI_20200	Breast cancer (female)	6977	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000516/ScoringFiles/PGS000516.txt.gz
PGS000517	PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_P_5e-08_MGI_20200	Breast cancer (female)	10	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000517/ScoringFiles/PGS000517.txt.gz
PGS000518	PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_P_5e-08_UKB_20200	Breast cancer (female)	10	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000518/ScoringFiles/PGS000518.txt.gz
PGS000519	PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_PRS-CS_MGI_202006	Breast cancer (female)	1115376	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000519/ScoringFiles/PGS000519.txt.gz
PGS000520	PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_PRS-CS_UKB_202006	Breast cancer (female)	1116435	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000520/ScoringFiles/PGS000520.txt.gz
PGS000521	PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_PT_MGI_20200608	Breast cancer (female)	9	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000521/ScoringFiles/PGS000521.txt.gz
PGS000522	PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_PT_UKB_20200608	Breast cancer (female)	14	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000522/ScoringFiles/PGS000522.txt.gz
PGS000523	PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_LASSOSUM_MGI_2020	Breast cancer (female)	270	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000523/ScoringFiles/PGS000523.txt.gz
PGS000524	PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_LASSOSUM_UKB_2020	Breast cancer (female)	2708	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000524/ScoringFiles/PGS000524.txt.gz
PGS000525	PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_P_5e-08_MGI_20200	Breast cancer (female)	86	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000525/ScoringFiles/PGS000525.txt.gz
PGS000526	PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_P_5e-08_UKB_20200	Breast cancer (female)	86	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000526/ScoringFiles/PGS000526.txt.gz
PGS000527	PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_PRS-CS_MGI_202006	Breast cancer (female)	1115436	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000527/ScoringFiles/PGS000527.txt.gz
PGS000528	PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_PRS-CS_UKB_202006	Breast cancer (female)	1116495	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000528/ScoringFiles/PGS000528.txt.gz
PGS000529	PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_PT_MGI_20200608	Breast cancer (female)	310	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000529/ScoringFiles/PGS000529.txt.gz
PGS000530	PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_PT_UKB_20200608	Breast cancer (female)	174	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000530/ScoringFiles/PGS000530.txt.gz
PGS000531	PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_LASSOSUM_MGI_2020	Breast cancer (female)	98026	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000531/ScoringFiles/PGS000531.txt.gz
PGS000532	PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_LASSOSUM_UKB_2020	Breast cancer (female)	12277	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000532/ScoringFiles/PGS000532.txt.gz
PGS000533	PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_P_5e-08_MGI_20200608	Breast cancer (female)	110	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000533/ScoringFiles/PGS000533.txt.gz
PGS000534	PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_P_5e-08_UKB_20200608	Breast cancer (female)	110	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000534/ScoringFiles/PGS000534.txt.gz
PGS000535	PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_PRS-CS_MGI_20200608	Breast cancer (female)	1115484	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000535/ScoringFiles/PGS000535.txt.gz
PGS000536	PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_PRS-CS_UKB_20200608	Breast cancer (female)	1116546	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000536/ScoringFiles/PGS000536.txt.gz
PGS000537	PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_PT_MGI_20200608	Breast cancer (female)	363	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000537/ScoringFiles/PGS000537.txt.gz
PGS000538	PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_PT_UKB_20200608	Breast cancer (female)	85	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000538/ScoringFiles/PGS000538.txt.gz
PGS000539	PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_LASSOSUM_MGI_20200608	Breast cancer (female)	18356	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000539/ScoringFiles/PGS000539.txt.gz
PGS000540	PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_LASSOSUM_UKB_20200608	Breast cancer (female)	7118	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000540/ScoringFiles/PGS000540.txt.gz
PGS000541	PRSWEB_PHECODE182_GWAS-Catalog-r2019-05-03-X182_P_5e-08_UKB_	Malignant neoplasm of uterus	18	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000541/ScoringFiles/PGS000541.txt.gz
PGS000542	PRSWEB_PHECODE182_GWAS-Catalog-r2019-05-03-X182_PT_UKB_20200	Malignant neoplasm of uterus	20	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000542/ScoringFiles/PGS000542.txt.gz
PGS000543	PRSWEB_PHECODE184_C3-FEMALE-GENITAL_PT_MGI_20200608	Cancer of other female genital organs	8	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000543/ScoringFiles/PGS000543.txt.gz
PGS000544	PRSWEB_PHECODE184.11_GWAS-Catalog-r2019-05-03-X184.11_P_5e-0	Malignant neoplasm of ovary	21	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000544/ScoringFiles/PGS000544.txt.gz
PGS000545	PRSWEB_PHECODE184.11_GWAS-Catalog-r2019-05-03-X184.11_PT_UKB	Malignant neoplasm of ovary	21	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000545/ScoringFiles/PGS000545.txt.gz
PGS000546	PRSWEB_PHECODE184.11_Phelan-ENOC_PRS-CS_UKB_20200608	Malignant neoplasm of ovary	1115189	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000546/ScoringFiles/PGS000546.txt.gz
PGS000547	PRSWEB_PHECODE184.11_Phelan-EPOC_P_5e-08_UKB_20200608	Malignant neoplasm of ovary	6	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000547/ScoringFiles/PGS000547.txt.gz
PGS000548	PRSWEB_PHECODE184.11_Phelan-EPOC_LASSOSUM_UKB_20200608	Malignant neoplasm of ovary	1441	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000548/ScoringFiles/PGS000548.txt.gz
PGS000549	PRSWEB_PHECODE184.11_Phelan-IEOC_P_5e-08_UKB_20200608	Malignant neoplasm of ovary	16	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000549/ScoringFiles/PGS000549.txt.gz
PGS000550	PRSWEB_PHECODE184.11_Phelan-IEOC_PRS-CS_UKB_20200608	Malignant neoplasm of ovary	1115189	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000550/ScoringFiles/PGS000550.txt.gz
PGS000551	PRSWEB_PHECODE184.11_Phelan-IEOC_PT_UKB_20200608	Malignant neoplasm of ovary	12	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000551/ScoringFiles/PGS000551.txt.gz
PGS000552	PRSWEB_PHECODE184.11_Phelan-IEOC_LASSOSUM_UKB_20200608	Malignant neoplasm of ovary	41269	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000552/ScoringFiles/PGS000552.txt.gz
PGS000553	PRSWEB_PHECODE184.11_Phelan-LSASBOC_P_5e-08_UKB_20200608	Malignant neoplasm of ovary	10	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000553/ScoringFiles/PGS000553.txt.gz
PGS000554	PRSWEB_PHECODE184.11_Phelan-LSASBOC_PRS-CS_UKB_20200608	Malignant neoplasm of ovary	1115189	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000554/ScoringFiles/PGS000554.txt.gz
PGS000555	PRSWEB_PHECODE184.11_Phelan-LSASBOC_PT_UKB_20200608	Malignant neoplasm of ovary	15	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000555/ScoringFiles/PGS000555.txt.gz
PGS000556	PRSWEB_PHECODE184.11_Phelan-LSASBOC_LASSOSUM_UKB_20200608	Malignant neoplasm of ovary	486841	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000556/ScoringFiles/PGS000556.txt.gz
PGS000557	PRSWEB_PHECODE184.11_Phelan-OCCC_PRS-CS_UKB_20200608	Malignant neoplasm of ovary	1115187	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000557/ScoringFiles/PGS000557.txt.gz
PGS000558	PRSWEB_PHECODE184.11_Phelan-OCCC_LASSOSUM_UKB_20200608	Malignant neoplasm of ovary	1098236	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000558/ScoringFiles/PGS000558.txt.gz
PGS000559	PRSWEB_PHECODE184.11_Phelan-SIOC_P_5e-08_MGI_20200608	Malignant neoplasm of ovary	21	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000559/ScoringFiles/PGS000559.txt.gz
PGS000560	PRSWEB_PHECODE184.11_Phelan-SIOC_P_5e-08_UKB_20200608	Malignant neoplasm of ovary	21	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000560/ScoringFiles/PGS000560.txt.gz
PGS000561	PRSWEB_PHECODE184.11_Phelan-SIOC_PRS-CS_MGI_20200608	Malignant neoplasm of ovary	1114056	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000561/ScoringFiles/PGS000561.txt.gz
PGS000562	PRSWEB_PHECODE184.11_Phelan-SIOC_PRS-CS_UKB_20200608	Malignant neoplasm of ovary	1115189	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000562/ScoringFiles/PGS000562.txt.gz
PGS000563	PRSWEB_PHECODE184.11_Phelan-SIOC_PT_UKB_20200608	Malignant neoplasm of ovary	12	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000563/ScoringFiles/PGS000563.txt.gz
PGS000564	PRSWEB_PHECODE184.11_Phelan-SIOC_LASSOSUM_UKB_20200608	Malignant neoplasm of ovary	110710	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000564/ScoringFiles/PGS000564.txt.gz
PGS000565	PRSWEB_PHECODE185_20001-1044_P_5e-08_MGI_20200608	Prostate cancer	21	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000565/ScoringFiles/PGS000565.txt.gz
PGS000566	PRSWEB_PHECODE185_20001-1044_PRS-CS_MGI_20200608	Prostate cancer	1111494	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000566/ScoringFiles/PGS000566.txt.gz
PGS000567	PRSWEB_PHECODE185_20001-1044_PT_MGI_20200608	Prostate cancer	78	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000567/ScoringFiles/PGS000567.txt.gz
PGS000568	PRSWEB_PHECODE185_20001-1044_LASSOSUM_MGI_20200608	Prostate cancer	1401	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000568/ScoringFiles/PGS000568.txt.gz
PGS000569	PRSWEB_PHECODE185_C3-PROSTATE_P_5e-08_MGI_20200608	Prostate cancer	49	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000569/ScoringFiles/PGS000569.txt.gz
PGS000570	PRSWEB_PHECODE185_C3-PROSTATE_PRS-CS_MGI_20200608	Prostate cancer	1111493	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000570/ScoringFiles/PGS000570.txt.gz
PGS000571	PRSWEB_PHECODE185_C3-PROSTATE_PT_MGI_20200608	Prostate cancer	100	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000571/ScoringFiles/PGS000571.txt.gz
PGS000572	PRSWEB_PHECODE185_C3-PROSTATE_LASSOSUM_MGI_20200608	Prostate cancer	1809	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000572/ScoringFiles/PGS000572.txt.gz
PGS000573	PRSWEB_PHECODE185_C61_P_5e-08_MGI_20200608	Prostate cancer	31	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000573/ScoringFiles/PGS000573.txt.gz
