pgs_id	name	trait	n_variants	ftp_scoring_file
PGS005000	mean_Height_INT_ldpred_METAss_eurld	Height	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005000/ScoringFiles/PGS005000.txt.gz
PGS005001	mean_Height_INT_prscs_AFRss_afrld	Height	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005001/ScoringFiles/PGS005001.txt.gz
PGS005002	mean_Height_INT_prscs_EURss_eurld	Height	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005002/ScoringFiles/PGS005002.txt.gz
PGS005003	mean_Height_INT_prscs_HISss_amrld	Height	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005003/ScoringFiles/PGS005003.txt.gz
PGS005004	mean_Height_INT_prscs_METAss_afrld	Height	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005004/ScoringFiles/PGS005004.txt.gz
PGS005005	mean_Height_INT_prscs_METAss_amrld	Height	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005005/ScoringFiles/PGS005005.txt.gz
PGS005006	mean_Height_INT_prscs_METAss_eurld	Height	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005006/ScoringFiles/PGS005006.txt.gz
PGS005007	mean_Height_INT_prscsx_METAweight	Height	1277825	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005007/ScoringFiles/PGS005007.txt.gz
PGS005008	mean_Systolic_INT_ldpred_AFRss_afrld	Systolic blood pressure	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005008/ScoringFiles/PGS005008.txt.gz
PGS005009	mean_Systolic_INT_ldpred_EURss_eurld	Systolic blood pressure	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005009/ScoringFiles/PGS005009.txt.gz
PGS005010	mean_Systolic_INT_ldpred_HISss_amrld	Systolic blood pressure	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005010/ScoringFiles/PGS005010.txt.gz
PGS005011	mean_Systolic_INT_ldpred_METAss_afrld	Systolic blood pressure	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005011/ScoringFiles/PGS005011.txt.gz
PGS005012	mean_Systolic_INT_ldpred_METAss_amrld	Systolic blood pressure	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005012/ScoringFiles/PGS005012.txt.gz
PGS005013	mean_Systolic_INT_ldpred_METAss_eurld	Systolic blood pressure	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005013/ScoringFiles/PGS005013.txt.gz
PGS005014	mean_Systolic_INT_prscs_AFRss_afrld	Systolic blood pressure	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005014/ScoringFiles/PGS005014.txt.gz
PGS005015	mean_Systolic_INT_prscs_EURss_eurld	Systolic blood pressure	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005015/ScoringFiles/PGS005015.txt.gz
PGS005016	mean_Systolic_INT_prscs_HISss_amrld	Systolic blood pressure	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005016/ScoringFiles/PGS005016.txt.gz
PGS005017	mean_Systolic_INT_prscs_METAss_afrld	Systolic blood pressure	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005017/ScoringFiles/PGS005017.txt.gz
PGS005018	mean_Systolic_INT_prscs_METAss_amrld	Systolic blood pressure	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005018/ScoringFiles/PGS005018.txt.gz
PGS005019	mean_Systolic_INT_prscs_METAss_eurld	Systolic blood pressure	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005019/ScoringFiles/PGS005019.txt.gz
PGS005020	mean_Systolic_INT_prscsx_METAweight	Systolic blood pressure	1277825	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005020/ScoringFiles/PGS005020.txt.gz
PGS005021	Phe_250_2_ldpred_AFRss_afrld	Type 2 diabetes (T2D) (PheCode 250.2)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005021/ScoringFiles/PGS005021.txt.gz
PGS005022	Phe_250_2_ldpred_EURss_eurld	Type 2 diabetes (T2D) (PheCode 250.2)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005022/ScoringFiles/PGS005022.txt.gz
PGS005023	Phe_250_2_ldpred_HISss_amrld	Type 2 diabetes (T2D) (PheCode 250.2)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005023/ScoringFiles/PGS005023.txt.gz
PGS005024	Phe_250_2_ldpred_METAss_afrld	Type 2 diabetes (T2D) (PheCode 250.2)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005024/ScoringFiles/PGS005024.txt.gz
PGS005025	Phe_250_2_ldpred_METAss_amrld	Type 2 diabetes (T2D) (PheCode 250.2)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005025/ScoringFiles/PGS005025.txt.gz
PGS005026	Phe_250_2_ldpred_METAss_eurld	Type 2 diabetes (T2D) (PheCode 250.2)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005026/ScoringFiles/PGS005026.txt.gz
PGS005027	Phe_250_2_prscs_AFRss_afrld	Type 2 diabetes (T2D) (PheCode 250.2)	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005027/ScoringFiles/PGS005027.txt.gz
PGS005028	Phe_250_2_prscs_EURss_eurld	Type 2 diabetes (T2D) (PheCode 250.2)	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005028/ScoringFiles/PGS005028.txt.gz
PGS005029	Phe_250_2_prscs_HISss_amrld	Type 2 diabetes (T2D) (PheCode 250.2)	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005029/ScoringFiles/PGS005029.txt.gz
PGS005030	Phe_250_2_prscs_METAss_afrld	Type 2 diabetes (T2D) (PheCode 250.2)	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005030/ScoringFiles/PGS005030.txt.gz
PGS005031	Phe_250_2_prscs_METAss_amrld	Type 2 diabetes (T2D) (PheCode 250.2)	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005031/ScoringFiles/PGS005031.txt.gz
PGS005032	Phe_250_2_prscs_METAss_eurld	Type 2 diabetes (T2D) (PheCode 250.2)	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005032/ScoringFiles/PGS005032.txt.gz
PGS005033	Phe_250_2_prscsx_METAweight	Type 2 diabetes (T2D) (PheCode 250.2)	1277826	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005033/ScoringFiles/PGS005033.txt.gz
PGS005034	Phe_411_2_ldpred_AFRss_afrld	Myocardial infarction (PheCode 411.2)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005034/ScoringFiles/PGS005034.txt.gz
PGS005035	Phe_411_2_ldpred_EURss_eurld	Myocardial infarction (PheCode 411.2)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005035/ScoringFiles/PGS005035.txt.gz
PGS005036	Phe_411_2_ldpred_HISss_amrld	Myocardial infarction (PheCode 411.2)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005036/ScoringFiles/PGS005036.txt.gz
PGS005037	Phe_411_2_ldpred_METAss_afrld	Myocardial infarction (PheCode 411.2)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005037/ScoringFiles/PGS005037.txt.gz
PGS005038	Phe_411_2_ldpred_METAss_amrld	Myocardial infarction (PheCode 411.2)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005038/ScoringFiles/PGS005038.txt.gz
PGS005039	Phe_411_2_ldpred_METAss_eurld	Myocardial infarction (PheCode 411.2)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005039/ScoringFiles/PGS005039.txt.gz
PGS005040	Phe_411_2_prscs_AFRss_afrld	Myocardial infarction (PheCode 411.2)	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005040/ScoringFiles/PGS005040.txt.gz
PGS005041	Phe_411_2_prscs_EURss_eurld	Myocardial infarction (PheCode 411.2)	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005041/ScoringFiles/PGS005041.txt.gz
PGS005042	Phe_411_2_prscs_HISss_amrld	Myocardial infarction (PheCode 411.2)	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005042/ScoringFiles/PGS005042.txt.gz
PGS005043	Phe_411_2_prscs_METAss_afrld	Myocardial infarction (PheCode 411.2)	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005043/ScoringFiles/PGS005043.txt.gz
PGS005044	Phe_411_2_prscs_METAss_amrld	Myocardial infarction (PheCode 411.2)	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005044/ScoringFiles/PGS005044.txt.gz
PGS005045	Phe_411_2_prscs_METAss_eurld	Myocardial infarction (PheCode 411.2)	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005045/ScoringFiles/PGS005045.txt.gz
PGS005046	Phe_411_2_prscsx_METAweight	Myocardial infarction (PheCode 411.2)	1273891	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005046/ScoringFiles/PGS005046.txt.gz
PGS005047	Phe_411_3_ldpred_AFRss_afrld	Angina pectoris (PheCode 411.3)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005047/ScoringFiles/PGS005047.txt.gz
PGS005048	Phe_411_3_ldpred_EURss_eurld	Angina pectoris (PheCode 411.3)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005048/ScoringFiles/PGS005048.txt.gz
PGS005049	Phe_411_3_ldpred_HISss_amrld	Angina pectoris (PheCode 411.3)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005049/ScoringFiles/PGS005049.txt.gz
PGS005050	Phe_411_3_ldpred_METAss_afrld	Angina pectoris (PheCode 411.3)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005050/ScoringFiles/PGS005050.txt.gz
PGS005051	Phe_411_3_ldpred_METAss_amrld	Angina pectoris (PheCode 411.3)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005051/ScoringFiles/PGS005051.txt.gz
PGS005052	Phe_411_3_ldpred_METAss_eurld	Angina pectoris (PheCode 411.3)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005052/ScoringFiles/PGS005052.txt.gz
PGS005053	Phe_411_3_prscs_AFRss_afrld	Angina pectoris (PheCode 411.3)	1273665	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005053/ScoringFiles/PGS005053.txt.gz
PGS005054	Phe_411_3_prscs_EURss_eurld	Angina pectoris (PheCode 411.3)	1273665	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005054/ScoringFiles/PGS005054.txt.gz
PGS005055	Phe_411_3_prscs_HISss_amrld	Angina pectoris (PheCode 411.3)	1273665	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005055/ScoringFiles/PGS005055.txt.gz
PGS005056	Phe_411_3_prscs_METAss_afrld	Angina pectoris (PheCode 411.3)	1273665	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005056/ScoringFiles/PGS005056.txt.gz
PGS005057	Phe_411_3_prscs_METAss_amrld	Angina pectoris (PheCode 411.3)	1273665	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005057/ScoringFiles/PGS005057.txt.gz
PGS005058	Phe_411_3_prscs_METAss_eurld	Angina pectoris (PheCode 411.3)	1273665	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005058/ScoringFiles/PGS005058.txt.gz
PGS005059	Phe_411_3_prscsx_METAweight	Angina pectoris (PheCode 411.3)	1273891	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005059/ScoringFiles/PGS005059.txt.gz
PGS005060	Phe_427_21_ldpred_AFRss_afrld	Atrial fibrillation (PheCode 427.21)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005060/ScoringFiles/PGS005060.txt.gz
PGS005061	Phe_427_21_ldpred_EURss_eurld	Atrial fibrillation (PheCode 427.21)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005061/ScoringFiles/PGS005061.txt.gz
PGS005062	Phe_427_21_ldpred_HISss_amrld	Atrial fibrillation (PheCode 427.21)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005062/ScoringFiles/PGS005062.txt.gz
PGS005063	Phe_427_21_ldpred_METAss_afrld	Atrial fibrillation (PheCode 427.21)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005063/ScoringFiles/PGS005063.txt.gz
PGS005064	Phe_427_21_ldpred_METAss_amrld	Atrial fibrillation (PheCode 427.21)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005064/ScoringFiles/PGS005064.txt.gz
PGS005065	Phe_427_21_ldpred_METAss_eurld	Atrial fibrillation (PheCode 427.21)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005065/ScoringFiles/PGS005065.txt.gz
PGS005066	Phe_427_21_prscs_AFRss_afrld	Atrial fibrillation (PheCode 427.21)	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005066/ScoringFiles/PGS005066.txt.gz
PGS005067	Phe_427_21_prscs_EURss_eurld	Atrial fibrillation (PheCode 427.21)	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005067/ScoringFiles/PGS005067.txt.gz
PGS005068	Phe_427_21_prscs_HISss_amrld	Atrial fibrillation (PheCode 427.21)	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005068/ScoringFiles/PGS005068.txt.gz
PGS005069	Phe_427_21_prscs_METAss_afrld	Atrial fibrillation (PheCode 427.21)	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005069/ScoringFiles/PGS005069.txt.gz
PGS005070	Phe_427_21_prscs_METAss_amrld	Atrial fibrillation (PheCode 427.21)	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005070/ScoringFiles/PGS005070.txt.gz
PGS005071	Phe_427_21_prscs_METAss_eurld	Atrial fibrillation (PheCode 427.21)	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005071/ScoringFiles/PGS005071.txt.gz
PGS005072	Phe_427_21_prscsx_METAweight	Atrial fibrillation (PheCode 427.21)	1273891	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005072/ScoringFiles/PGS005072.txt.gz
PGS005073	Phe_428_1_ldpred_AFRss_afrld	Congestive heart failure (CHF), NOS (PheCode 428.1)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005073/ScoringFiles/PGS005073.txt.gz
PGS005074	Phe_428_1_ldpred_EURss_eurld	Congestive heart failure (CHF), NOS (PheCode 428.1)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005074/ScoringFiles/PGS005074.txt.gz
PGS005075	Phe_428_1_ldpred_HISss_amrld	Congestive heart failure (CHF), NOS (PheCode 428.1)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005075/ScoringFiles/PGS005075.txt.gz
PGS005076	Phe_428_1_ldpred_METAss_afrld	Congestive heart failure (CHF), NOS (PheCode 428.1)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005076/ScoringFiles/PGS005076.txt.gz
PGS005077	Phe_428_1_ldpred_METAss_amrld	Congestive heart failure (CHF), NOS (PheCode 428.1)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005077/ScoringFiles/PGS005077.txt.gz
PGS005078	Phe_428_1_ldpred_METAss_eurld	Congestive heart failure (CHF), NOS (PheCode 428.1)	1286612	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005078/ScoringFiles/PGS005078.txt.gz
PGS005079	Phe_428_1_prscs_AFRss_afrld	Congestive heart failure (CHF), NOS (PheCode 428.1)	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005079/ScoringFiles/PGS005079.txt.gz
PGS005080	Phe_428_1_prscs_EURss_eurld	Congestive heart failure (CHF), NOS (PheCode 428.1)	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005080/ScoringFiles/PGS005080.txt.gz
PGS005081	Phe_428_1_prscs_HISss_amrld	Congestive heart failure (CHF), NOS (PheCode 428.1)	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005081/ScoringFiles/PGS005081.txt.gz
PGS005082	Phe_428_1_prscs_METAss_afrld	Congestive heart failure (CHF), NOS (PheCode 428.1)	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005082/ScoringFiles/PGS005082.txt.gz
PGS005083	Phe_428_1_prscs_METAss_amrld	Congestive heart failure (CHF), NOS (PheCode 428.1)	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005083/ScoringFiles/PGS005083.txt.gz
PGS005084	Phe_428_1_prscs_METAss_eurld	Congestive heart failure (CHF), NOS (PheCode 428.1)	1273897	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005084/ScoringFiles/PGS005084.txt.gz
PGS005085	Phe_428_1_prscsx_METAweight	Congestive heart failure (CHF), NOS (PheCode 428.1)	1256161	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005085/ScoringFiles/PGS005085.txt.gz
PGS005086	PGS64518_OC	Non-mucinous epithelial ovarian cancer	64518	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005086/ScoringFiles/PGS005086.txt.gz
PGS005087	PGS5957_OC	Non-mucinous epithelial ovarian cancer	5957	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005087/ScoringFiles/PGS005087.txt.gz
PGS005088	PGS3448_OC	Non-mucinous epithelial ovarian cancer	3448	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005088/ScoringFiles/PGS005088.txt.gz
PGS005089	PGS400_OC	Non-mucinous epithelial ovarian cancer	400	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005089/ScoringFiles/PGS005089.txt.gz
PGS005090	CKD_PRS_AA	Chronic kidney disease (stage 3 or higher)	1142436	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005090/ScoringFiles/PGS005090.txt.gz
PGS005091	PGS_LDP2Auto	Coronary artery disease	1428772	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005091/ScoringFiles/PGS005091.txt.gz
PGS005092	PGS_prscsx	Coronary artery disease	1279502	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005092/ScoringFiles/PGS005092.txt.gz
PGS005093	MetPRS	Coronary artery disease	4595	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005093/ScoringFiles/PGS005093.txt.gz
PGS005094	ProPRS	Coronary artery disease	5249	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005094/ScoringFiles/PGS005094.txt.gz
PGS005095	WHRadjBMI_GRS	WHR adjusted for BMI	481	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005095/ScoringFiles/PGS005095.txt.gz
PGS005096	CAC_GRS	Coronary artery calcification	11	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005096/ScoringFiles/PGS005096.txt.gz
PGS005097	prscsx_meta_HF	Heart failure	1274692	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005097/ScoringFiles/PGS005097.txt.gz
PGS005098	psa2024_prs_318	Prostate specific antigen	318	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005098/ScoringFiles/PGS005098.txt.gz
PGS005099	psa2024_prs_447	Prostate specific antigen	447	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005099/ScoringFiles/PGS005099.txt.gz
PGS005100	psa2024_prs_disc	Prostate specific antigen	1070227	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005100/ScoringFiles/PGS005100.txt.gz
PGS005101	psa2024_prs_joint	Prostate specific antigen	1070230	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005101/ScoringFiles/PGS005101.txt.gz
PGS005102	O_MetPRS_AFR	Body mass index (BMI)	1297046	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005102/ScoringFiles/PGS005102.txt.gz
PGS005103	O_MetPRS_EAS	Body mass index (BMI)	1297046	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005103/ScoringFiles/PGS005103.txt.gz
PGS005104	PRSAFR	Breast cancer	89	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005104/ScoringFiles/PGS005104.txt.gz
PGS005105	PRSAFR_ER+	ER-positive breast cancer	44	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005105/ScoringFiles/PGS005105.txt.gz
PGS005106	PRSAFR_ER−	ER-negative breast cancer	24	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005106/ScoringFiles/PGS005106.txt.gz
PGS005107	PGS-PSA111	Prostate-specific antigen (PSA) levels	111	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005107/ScoringFiles/PGS005107.txt.gz
PGS005108	PRSdiabetes	Type 2 diabetes (T2D)	42845	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005108/ScoringFiles/PGS005108.txt.gz
PGS005110	PGS_T2D_gw	Type 2 diabetes (T2D)	1114950	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005110/ScoringFiles/PGS005110.txt.gz
PGS005111	PGS_T2D_gwas	Type 2 diabetes (T2D)	150	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005111/ScoringFiles/PGS005111.txt.gz
PGS005112	PGS_CAD	Coronary artery disease	1106628	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005112/ScoringFiles/PGS005112.txt.gz
PGS005113	PGS_CKD	Chronic kidney disease	1116379	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005113/ScoringFiles/PGS005113.txt.gz
PGS005114	PGS_BMI	Body mass index (BMI)	1022364	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005114/ScoringFiles/PGS005114.txt.gz
PGS005115	PGS_T2D_beta_cell	Type 2 diabetes (T2D)	30	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005115/ScoringFiles/PGS005115.txt.gz
PGS005116	PGS_T2D_lipodystrophy	Type 2 diabetes (T2D)	20	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005116/ScoringFiles/PGS005116.txt.gz
PGS005117	PGS_T2D_liver_lipid	Type 2 diabetes (T2D)	5	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005117/ScoringFiles/PGS005117.txt.gz
PGS005118	PGS_T2D_obesity	Type 2 diabetes (T2D)	5	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005118/ScoringFiles/PGS005118.txt.gz
PGS005119	PGS_T2D_proinsulin	Type 2 diabetes (T2D)	7	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005119/ScoringFiles/PGS005119.txt.gz
PGS005120	PGS_Teixeira_2024_SBP	Systolic blood pressure	944279	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005120/ScoringFiles/PGS005120.txt.gz
PGS005121	forAFR_fromAFR	Asthma	1008855	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005121/ScoringFiles/PGS005121.txt.gz
PGS005122	forAFR_fromAMR	Asthma	965078	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005122/ScoringFiles/PGS005122.txt.gz
PGS005123	forAFR_fromEAS	Asthma	835583	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005123/ScoringFiles/PGS005123.txt.gz
PGS005124	forAFR_fromEUR	Asthma	909301	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005124/ScoringFiles/PGS005124.txt.gz
PGS005125	forAFR_fromSAS	Asthma	922758	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005125/ScoringFiles/PGS005125.txt.gz
PGS005126	forEAS_fromAFR	Asthma	699919	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005126/ScoringFiles/PGS005126.txt.gz
PGS005127	forEAS_fromAMR	Asthma	711987	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005127/ScoringFiles/PGS005127.txt.gz
PGS005128	forEAS_fromEAS	Asthma	711650	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005128/ScoringFiles/PGS005128.txt.gz
PGS005129	forEAS_fromEUR	Asthma	692328	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005129/ScoringFiles/PGS005129.txt.gz
PGS005130	forEAS_fromSAS	Asthma	708315	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005130/ScoringFiles/PGS005130.txt.gz
PGS005131	forEUR_fromAFR	Asthma	1005883	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005131/ScoringFiles/PGS005131.txt.gz
PGS005132	forEUR_fromAMR	Asthma	965696	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005132/ScoringFiles/PGS005132.txt.gz
PGS005133	forEUR_fromEAS	Asthma	837079	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005133/ScoringFiles/PGS005133.txt.gz
PGS005134	forEUR_fromEUR	Asthma	909298	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005134/ScoringFiles/PGS005134.txt.gz
PGS005135	forEUR_fromSAS	Asthma	923118	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005135/ScoringFiles/PGS005135.txt.gz
PGS005136	forSAS_fromAFR	Asthma	982014	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005136/ScoringFiles/PGS005136.txt.gz
PGS005137	forSAS_fromAMR	Asthma	965403	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005137/ScoringFiles/PGS005137.txt.gz
PGS005138	forSAS_fromEAS	Asthma	837039	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005138/ScoringFiles/PGS005138.txt.gz
PGS005139	forSAS_fromEUR	Asthma	909320	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005139/ScoringFiles/PGS005139.txt.gz
PGS005140	forSAS_fromSAS	Asthma	904126	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005140/ScoringFiles/PGS005140.txt.gz
